1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1922092568, 2, , <UNAVAIL>, MARTINSBURG RADIOLOGY ASSOC INC, , , , , , , , , , , , , , , , 300 FOXCROFT AVE, SUITE 202B, MARTINSBURG, WV, 254015341, US, 3042634967, 3042670974, 300 FOXCROFT AVE, SUITE 202B, MARTINSBURG, WV, 254015341, US, 3042634967, 3042670974, 09/09/2005, 03/25/2009, , , , , MISAILIDIS, DIMITRI, , PRESIDENT, 3042634967, 2085R0202X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001709764, 01, WV, MT ST BCBS, 0008749000, 05, WV, , 134171500, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1245224880, 2, , <UNAVAIL>, STAT AMBULANCE SERVICE, , , , , , , , , , , , , , , , PO BOX 393, , GILBERT, WV, 256210393, US, 3047329112, 3047328494, 1 PARK STREET, , PINEVILLE, WV, 24874, US, 3047329112, 3047328494, 09/09/2005, 07/09/2007, , , , , SMYTH, CHRISTOPHER, JASON, PRESIDENT, 3047329112, 3416L0300X, , WV, X, 3416L0300X, 1647, KY, X, 3416L0300X, 1634, KY, X, 343900000X, , WV, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55000913, 05, KY, , 000000350799, 01, KY, BLUE CROSS BLUE SHIELD, 8005063000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1275528614, 2, , <UNAVAIL>, WILLIAMSON MEMORIAL HOSPITAL LLC, , , , , , , WILLIAMSON MEMORIAL HOSPITAL, 3, , , , , , , , 859 ALDERSON ST, PO BOX 1980, WILLIAMSON, WV, 256613215, US, 3042352500, 3042354549, 859 ALDERSON ST, , WILLIAMSON, WV, 256613215, US, 3042352500, 3042354549, 09/13/2005, 02/04/2014, , , , , HOLTSFORD, LAURIE, , AUTHORIZED OFFICIAL, 6154657466, 207Q00000X, , , N, 207RC0000X, , , N, 282N00000X, 68, WV, Y, 363LF0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65942377, 05, KY, , DA7625, 01, , RAILRAOD MC, 0019974, 05, OH, , CG2287, 01, , RAILROAD MC, 01690015, 05, KY, , 65939423, 05, KY, , 0001235000, 05, WV, , CK7099, 01, , RAILROAD MC, DA1751, 01, , RAILROAD MC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , 
1912992397, 2, , <UNAVAIL>, UNITED HEALTH PROFESSIONALS INC, , , , , , , , , , , , , , , , 143 PEYTON ST, , BARBOURSVILLE, WV, 255040000, US, 3046972035, 3047812647, 143 PEYTON STREET, , BARBOURSVILLE, WV, 25504, US, 3046972035, 3047812647, 09/13/2005, 09/17/2009, , , , , CHAMBERLAIN, ALLAN, S, PRESIDENT, 3046972035, 207Q00000X, , , N, 207V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0009988000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1003801341, 2, , <UNAVAIL>, COMMUNITY PROGRESS COMMITTEE INC, , , , , , , CRESTVIEW MANOR NURSING & REHABILITATION, 3, , , , , , , , 199 COURT ST, , JANE LEW, WV, 263788548, US, 3048847811, 3048847846, 199 COURT ST, , JANE LEW, WV, 263788548, US, 3048847811, 3048847846, 09/13/2005, 10/18/2011, , , , , POUND, KEVIN, B, REGIONAL DIRECTOR, 2288617598, 314000000X, 84, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003276000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1851386031, 2, , <UNAVAIL>, NEW RIVER HEALTH ASSOCIATION INC, , , , , , , NEW RIVER HEALTH CENTER PHARMACY, 3, , , , , , , , 908 SCARBRO RD, PO BOX 337, SCARBRO, WV, 25917, US, 3044693424, 3044652266, 908 SCARBRO RD, , SCARBRO, WV, 25917, US, 3044693424, 3044652266, 09/14/2005, 09/17/2013, , , , , SCHULTZ, JOHN, R, EXECUTIVE DIRECTOR, 3044692905, 333600000X, SP0552251, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5008330, 01, , NCPDP, SP0552251, 01, WV, BOARD OF PHARMACY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW RIVER HEALTH ASSOCIATION INC, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1912992157, 2, , <UNAVAIL>, RYNEAL FIRE COMPANY #1, , , , , , , RYNEAL MEDICAL TRANSPORT, 3, , , , , , , , PO BOX 2501, , MARTINSBURG, WV, 254022501, US, 3042632900, 3042636680, 120 COMMERCE CIR, STE 200, KEARNEYSVILLE, WV, 254304973, US, 3042632900, 3042636680, 09/14/2005, 09/04/2014, , , , , HELMICK, MARY, J, PRESIDENT, 3042632900, 341600000X, , WV, Y, 3416L0300X, WV EMS SYSTEM, WV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000294339, 01, WV, MOUNTAIN STATE BLUE CROSS, P00148785, 01, WV, PALMETTO GBA RR MEDICARE, 0145775000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1730174988, 2, , <UNAVAIL>, NEW RIVER HEALTH ASSOCIATION INC, , , , , , , GULF FAMILY PRACTICE, 3, , , , , , , , PO BOX 337, , SCARBRO, WV, 259170337, US, 3046834304, 3046834307, 410 W MAIN ST, , SOPHIA, WV, 25921, US, 3046834304, 3046834307, 09/14/2005, 04/12/2013, , , , , SCHULTZ, JOHN, R., EXECUTIVE DIRECTOR, 3044692905, 261QF0400X, 1036-9138, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0034323000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW RIVER HEALTH ASSOCIATION,  INC., <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1447245600, 2, , <UNAVAIL>, NEW RIVER HEALTH ASSOCIATION INC, , , , , , , NEW RIVER HEALTH WOMENS HEALTH AND FAMILY PRACTICE, 3, , , , , , , , PO BOX 337, , SCARBRO, WV, 259170337, US, 3044693345, 3044692981, 57 SUTPHIN LN, , SCARBRO, WV, 259178817, US, 3044693345, 3044692981, 09/14/2005, 03/27/2015, , , , , SCHULTZ, JOHN, R., EXECUTIVE DIRECTOR, 3044692905, 261QF0400X, 1036-9138, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW RIVER HEALTH ASSOCIATION,  INC., <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1689669855, 2, , <UNAVAIL>, NEW RIVER HEALTH ASSOCIATION INC, , , , , , , NICHOLAS COUNTY SCHOOL BASED HEALTH CENTER, 3, , , , , , , , PO BOX 337, , SCARBRO, WV, 259170337, US, 3044651378, 3044692981, 30 GRIZZLEY ROAD, , SUMMERSVILLE, WV, 266519736, US, 3048833900, 3048723190, 09/14/2005, 04/16/2013, , , , , SCHULTZ, JOHN, R., EXECUTIVE DIRECTOR, 3044692905, 261QF0400X, 1036-9138, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0035165000, 05, WV, , 3810020406, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW RIVER HEALTH ASSOCIATION INC, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1427043603, 2, , <UNAVAIL>, NEW RIVER HEALTH ASSOCIATION INC, , , , , , , NEW RIVER HEALTH - BEARDS FORK, 3, , , , , , , , PO BOX 337, , SCARBRO, WV, 259170337, US, 3044694725, 3044651518, 735 BEARDS FRK, , ROBSON, WV, 251739725, US, 3047792772, 3044655486, 09/14/2005, 07/08/2007, , , , , SOTAK, DAVE, , EXECUTIVE DIRECTOR, 3044692905, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1912992090, 2, , <UNAVAIL>, ST. BARBARAS MEMORIAL NURSING HOME INC, , , , , , , , , , , , , , , , PO BOX 9066, , MONONGAH, WV, 265559066, US, 3045345220, 3045344041, OFF RT 19 - ST. BARBARAS ROAD, , MONONGAH, WV, 26554, US, 3045345220, 3045344041, 09/15/2005, 07/09/2007, , , , , REYNOLDS, SISTER MARY, STEPHEN, ADMINISTRATOR, 3045345220, 314000000X, 34, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003861000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1972598928, 2, , <UNAVAIL>, REMKE HELPING HANDS MEDICAL SUPPLIES INC., , , , , , , , , , , , , , , , 227 JEFFERSON AVE, , MOUNDSVILLE, WV, 260411437, US, 3048458551, 3048457678, 227 JEFFERSON AVE, , MOUNDSVILLE, WV, 260411437, US, 3048458551, 3048457678, 09/15/2005, 03/20/2012, , , , , REMKE, PHILIP, , PRESIDENT/CEO, 3048458551, 332B00000X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========000, 01, WV, MT ST BC/BS, 6204044000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1508851551, 2, , <UNAVAIL>, AUTUMN ACRES PERSONAL CARE CENTER, , , , , , , , , , , , , , , , 400 AUTUMN ACRES RD, , BERKELEY SPRINGS, WV, 254113202, US, 3042584330, 3042580018, 400 AUTUMN ACRES RD, , BERKELEY SPRINGS, WV, 254113202, US, 3042584330, 3042580018, 09/15/2005, 07/09/2007, , , , , TOMSHACK, CONNIE, , ADMINISTRATOR, 3042584330, 310400000X, 506067, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30021441, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , CONSULTANT, , , , , , , , , , , , , , , , 
1508851684, 2, , <UNAVAIL>, PARKERSBURG ONCOLOGY ASSOC INC, , , , , , , , , , , , , , , , PO BOX 779, , PARKERSBURG, WV, 261020779, US, 3044227555, 3044854466, 705 GARFIELD AVE, STE 220, PARKERSBURG, WV, 261015444, US, 3044227555, 3044854466, 09/15/2005, 04/20/2008, , , , , SHAH, NIK, M, PRESIDENT, 3044227555, 207RH0003X, =========, , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1548255458, 2, , <UNAVAIL>, WAYNE COUNTY HEALTH DEPARTMENT, , , , , , , WAYNE COUNTY HOME HEALTH CARE AGENCY, 5, , , , , , , , PO BOX 368, , WAYNE, WV, 255700368, US, 3042726761, 3042726763, 590 RAILROAD AVE, , WAYNE, WV, 255709706, US, 3042726761, , 09/16/2005, 08/30/2010, , , , , PLYMALE, MELVIN, O, ADMINISTRATOR, 3042726761, 251E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0021424001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., II, , , , , , , , , , , , , , , , , 
1609861525, 2, , <UNAVAIL>, PLASTIC SURGERY INC, , , , , , , , , , , , , , , , 40 MEDICAL PARK, SUITE 200, WHEELING, WV, 260036392, US, 3042420590, 3042429740, 40 MEDICAL PARK, SUITE 200, WHEELING, WV, 260036392, US, 3042420590, 3042429740, 09/16/2005, 11/02/2007, , , , , BISHOP, BARBARA, , OFFICE MANAGER, 3042420590, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CA0252, 01, WV, RAILROAD MEDICARE, CA0252, 01, OH, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1649265455, 2, , <UNAVAIL>, PRESTON-TAYLOR COMMUNITY HEALTH CENTERS INC, , , , , , , MEDICAL CENTER OF TAYLOR CO., 3, , , , , , , , PO BOX 399, PRESTON-TAYLOR COMMUNITY HEALTH CENTERS INC, GRAFTON, WV, 263540399, US, 3042650312, 3042650314, 725 N PIKE ST, , GRAFTON, WV, 263541270, US, 3042654909, 3042654916, 09/19/2005, 07/08/2007, , , , , SHRIVER, LINDA, M, CHIEF EXECUTIVE OFFICER, 3042650312, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1356336903, 2, , <UNAVAIL>, PRESTERA CENTER FOR MENTAL HEALTH, , , , , , , , , , , , , , , , 3389 WINFIELD RD, P.O. BOX 299, WINFIELD, WV, 25213, US, 3045257851, 3045860671, 3375 US RT 60 E, , HUNTINGTON, WV, 257050069, US, 3045257851, 3045860671, 09/20/2005, 06/10/2014, , , , , BLAIR, POLINA, A, CREDENTIALING SPECIALIST, 3045257851, 251S00000X, 288, WV, N, 251S00000X, , WV, Y, 273R00000X, 289, WV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , BP00944410, 01, WV, LICENSE, 3810022070, 01, WV, BHHF, 001703804, 01, WV, BCBS OUTPATIENT, 001703803, 01, WV, BCBS CRU 273R0000X, 0991575, 05, OH, , 0005355002, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MS,  CPC, , , , , , , , , , , , , , , , 
1780679332, 2, , <UNAVAIL>, APPALACHIAN REGIONAL HEALTHCARE INC, , , , , , , BECKLEY ARH HOME HEALTH AGENCY, 5, , , , , , , , 100 AIRPORT GARDENS RD, , HAZARD, KY, 417019529, US, 6064396900, , 306 STANAFORD RD, , BECKLEY, WV, 258013142, US, 3042553373, , 09/20/2005, 06/24/2014, , , , , GROSSMAN, JOSEPH, L, PRESIDENT AND CEO, 8592262470, 251E00000X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========-074, 01, WV, BC/BS PROVIDER NUMBER, =========-46, 01, WV, WV WORKERS COMP PROVIDER, 0001092003, 05, WV, , 001742031, 01, WV, MOUNTAIN STATE BC/BS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750377016, 2, , <UNAVAIL>, WAYNE COUNTY HEALTH DEPARTMENT, , , , , , , WAYNE COUNTY HOME HEALTH CARE AGENCY, 5, , , , , , , , PO BOX 368, , WAYNE, WV, 255700368, US, 3042726761, 3042726763, 217 KENOVA AVE, , WAYNE, WV, 255709795, US, 3042726761, 3042726763, 09/22/2005, 05/09/2016, , , , , FIFE, JOHN, , ADMINISTRATOR, 3042726761, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., I, , , , , , , , , , , , , , , , , 
1114913449, 2, , <UNAVAIL>, WHEELING HOSPITAL INC, , , , , , , BISHOP HODGES CONTINUOUS CARE CENTER, 3, , , , , , , , 600 MEDICAL PARK, PO BOX 6316, WHEELING, WV, 260037601, US, 3042433800, 3042433398, 600 MEDICAL PARK, , WHEELING, WV, 260037601, US, 3042433800, 3042433398, 09/22/2005, 07/09/2007, , , , , KOCH, M, CHRISTINA, ASSOC ADMINISTRATOR/CFO, 3042433681, 313M00000X, 68, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001131001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , ASSOC ADMIN/CFO, , , , , , , , , , , , , , , , 
