1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1093776106, 2, , <UNAVAIL>, YELLOWSTONE CITY-COUNTY HEALTH DEPARTMENT, , , , , , , RIVERSTONE HEALTH (HOSPICE), 3, , , , , , , , 123 S 27TH ST, , BILLINGS, MT, 591014200, US, 4062473200, 4062473202, 123 S 27TH ST, , BILLINGS, MT, 591014200, US, 4062473200, 4062473202, 03/29/2006, 04/19/2012, , , , , SUMMERS, STACY, , ADMINISTRATIVE SERVICES COORDINATOR, 4062473204, 251G00000X, 10428, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 750057, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1265493142, 2, , <UNAVAIL>, SIDNEY HEALTH CENTER, , , , , , , COMMUNITY MEMORIAL HOSPITAL, 4, , , , , , , , 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882138, 4064882246, 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882138, 4064882246, 03/30/2006, 06/04/2010, , , , , BOSTROM, PAULA, M, OFFICE MANAGER, 4064882138, 251E00000X, 10085, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 470356, 05, MT, , 740324, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1023079860, 2, , <UNAVAIL>, WEB PROPERTIES INC, , , , , , , BILLINGS CATARACT & LASER SURGICENTER, 3, , , , , , , , 1221 N 26TH ST, , BILLINGS, MT, 591010232, US, 4062525681, 4062525025, 1221 N 26TH ST, , BILLINGS, MT, 591010232, US, 4062525681, 4062525025, 03/31/2006, 03/19/2015, , , , , HATCH, GEORGE, F., OWNER, 4062525681, 261QA1903X, 9625, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., JR., M.D., , , , , , , , , , , , , , , , 
1679534291, 2, , <UNAVAIL>, YELLOWSTONE CITY-COUNTY HEALTH DEPARTMENT, , , , , , , RIVERSTONE HEALTH HOME CARE SERVICES, 3, , , , , , , , 123 S. 27TH ST., , BILLINGS, MT, 591014200, US, 4062473350, 4062473307, 123 S. 27TH ST., , BILLINGS, MT, 591014200, US, 4062473350, , 03/31/2006, 04/19/2012, , , , , RITZ, SHELLI, , EXECUTIVE VICE PRESIDENT AND CFO, 4062473200, 251E00000X, 9966, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 740061, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CPA, , , , , , , , , , , , , , , , 
1932160413, 2, , <UNAVAIL>, SIDNEY HEALTH CENTER, , , , , , , COMMUNITY MEMORIAL HOSPITAL, 4, , , , , , , , 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882138, 4064882246, 216 14TH AVE SW, , SIDNEY, MT, 592703519, US, 4064882138, 4064882246, 04/01/2006, 06/04/2010, , , , , BOSTROM, PAULA, M, OFFICE MANAGER, 4064882138, 251G00000X, 10479, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000030458, 01, , BLUE SHIELD BLUE CROSS, 750139, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1245292366, 2, , <UNAVAIL>, EYE PHYSICIANS OPTICAL, , , , , , , , , , , , , , , , 1221 N 26TH ST, , BILLINGS, MT, 591010232, US, 4062525681, 4062525025, 1221 N 26TH ST, , BILLINGS, MT, 591010232, US, 4062525681, 4062525025, 04/04/2006, 03/06/2015, , , , , HATCH, GEORGE, F, OWNER, 4062525681, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0558285, 05, MT, , 000002643, 01, MT, PTAN, 117412600, 05, WY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., JR., M.D., , , , , , , , , , , , , , , , 
1740245398, 2, , <UNAVAIL>, WISDOM RURAL FIRE DEPARTMENT, , , , , , , , , , , , , , , , PO BOX 32, , WISDOM, MT, 597610032, US, 4066893240, , 224 MAIN, , WISDOM, MT, 597610032, US, 4066893240, , 04/18/2006, 08/19/2009, , , , , STEDE, SHARON, , SECRETARY/TREASURER, 4066893225, 3416L0300X, 098, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0443144, 05, MT, , 1922, 01, MT, BLUE CROSS/BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1487619979, 2, , <UNAVAIL>, SWEET GRASS ANESTHESIA PC, , , , , , , , , , , , , , , , 400 E 10TH ST, , WACONIA, MN, 553874552, US, 9524429770, 9524423630, 30 13TH ST, , HAVRE, MT, 595015222, US, 4062652211, , 04/19/2006, 04/29/2008, , , , , BARTS, MICHAEL, , PRESIDENT, 4062656336, 367500000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 130888, 01, MT, DEPT OF LABOR & INDUSTRY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CRNA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1528023520, 2, , <UNAVAIL>, ST. PETER'S COMMUNITY HOSPITAL, , , , , , , , , , , , , , , , 2475 E BROADWAY ST, , HELENA, MT, 596014928, US, 4064442100, 4064442389, 2475 E BROADWAY ST, , HELENA, MT, 596014928, US, 4064442100, 4064442389, 04/20/2006, 02/25/2009, , , , , GREEN, JOHN, , VP FINANCE, 4064442100, 282N00000X, 9766, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0000000372, 01, MT, BCBSMT, 417677, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1811954662, 2, , <UNAVAIL>, COMMUNITY NURSING INC., , , , , , , THE VILLAGE HEALTH CARE CENTER, 4, , , , , , , , 1107 HAZELTINE BLVD STE 200, , CHASKA, MN, 553181070, US, 9523618000, 9523618058, 2651 SOUTH AVE W, , MISSOULA, MT, 598046405, US, 4067289162, 4065438128, 04/26/2006, 11/02/2017, , , , , WEICHERT, JAMES, A., AUTHORIZED OFFICIAL, 9523618000, 314000000X, 10068, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0532519, 05, MT, , 0217685, 05, MT, , 0310180, 05, MT, , 4073-2, 01, , BCBS OF MONTANA, 611494, 05, MT, , 0344773, 05, MT, , 0344760, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1104882232, 2, , <UNAVAIL>, GLACIER MEDICAL ASSOCIATES, , , , , , , , , , , , , , , , 1111 BAKER AVE, , WHITEFISH, MT, 599372901, US, 4068622515, 4068624229, 1111 BAKER AVE, , WHITEFISH, MT, 599372901, US, 4068622515, 4068624229, 04/26/2006, 03/25/2014, , , , , MEUCHEL, KELLI, D, PRACTICE ADMINISTRATOR, 4068622515, 207Q00000X, , , Y, 207R00000X, , , N, 208000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 27D0411341, 01, MT, CLIA ID#--LAB CERT, =========, 01, MT, FEIN, 1104882232, 01, MT, GLACIER MEDICAL ASSOC NPI, 99882551, 05, MT, , 0026899, 01, WA, WASH. DEP LABOR GRP ID#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1265499297, 2, , <UNAVAIL>, NEW WESTERN MANOR COMPANY LIMITED PARTNERSHIP, , , , , , , BILLINGS HEALTH & REHABILITATION, 3, , , , , , , , 1107 HAZELTINE BLVD, STE 200, CHASKA, MN, 553181009, US, 9523618000, 9523618058, 2115 CENTRAL AVE, , BILLINGS, MT, 591024741, US, 4066566500, 4066527870, 04/26/2006, 11/02/2017, , , , , WEICHERT, JAMES, A, AUTHORIZED OFFICIAL, 9523618000, 314000000X, 9415, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0222690, 05, MT, , 0534183, 05, MT, , 621078, 05, MT, , 0343161, 05, MT, , 0318760, 05, MT, , 4011-2, 01, , BCBS OF MONTANA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1356308399, 2, , <UNAVAIL>, RIVERSIDE HEALTH CARE CENTER, , , , , , , RIVERSIDE HEALTH & REHABILITATION, 3, , , , , , , , 1107 HAZELTINE BLVD, SUITE 200, CHASKA, MN, 553181009, US, 9523618000, 9523618058, 1301 E BROADWAY ST, , MISSOULA, MT, 598024905, US, 4067210680, 4067219788, 04/26/2006, 04/02/2017, , , , , WEICHERT, JAMES, A, CHAIRMAN OF THE BOARD, 9523618000, 314000000X, 9926, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0311402, 05, MT, , 4076-2, 01, , BCBS OF MONTANA, 0344110, 05, MT, , 0344123, 05, MT, , 0212953, 05, MT, , 0532181, 05, MT, , 612105, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1275599276, 2, , <UNAVAIL>, VALLEY NURSING INC, , , , , , , VALLEY HEALTH & REHABILITATION, 3, , , , , , , , 1107 HAZELTINE BLVD STE 200, , CHASKA, MN, 553181070, US, 9523618000, 9523618058, 1807 24TH ST W, , BILLINGS, MT, 591022850, US, 4066565010, 4066558103, 04/26/2006, 11/02/2017, , , , , WEICHERT, JAMES, A, AUTHORIZED OFFICIAL, 9523618000, 314000000X, 9690, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4010-2, 01, , BCBS OF MONTANA, 0312689, 05, MT, , 0343668, 05, MT, , 0347451, 05, MT, , 0212160, 05, MT, , 0534209, 05, MT, , 626041, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1285691329, 2, , <UNAVAIL>, 341ST MEDICAL GROUP, , , , , , , MALMSTROM AFB MTF, 5, , , , , , , , 7300 N PERIMETER RD, , MALMSTROM AFB, MT, 594026701, US, 4067313863, 4067313369, 7300 N PERIMETER RD, , MALMSTROM AFB, MT, 594026701, US, 4067313863, 4067313369, 05/01/2006, 02/18/2014, , , , , MITCHELL, THERESA, MARIE, AIR FORCE UBO ANALYST, 7036817613, 261QM1100X, , , Y, 261QM1101X, , , N, 332000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 27-06387, 01, MT, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1215995907, 2, , <UNAVAIL>, EUREKA VOLUNTEER AMBULANCE SERVICE INC, , , , , , , EUREKA VOLUNTEER AMBULANCE, 3, , , , , , , , PO BOX 670, , EUREKA, MT, 599170670, US, 4068895882, 4068895233, 103 SCHAGEL WAY, , EUREKA, MT, 59917, US, 4062973318, 4062973254, 05/02/2006, 08/10/2010, , , , , GRAVES, LESLIE, , BILLING AGENT, 4068895882, 3416L0300X, 045, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0445796, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1568420263, 2, , <UNAVAIL>, COUNTY OF GRANITE, , , , , , , GRANITE COUNTY AMBULANCE, 3, , , , , , , , PO BOX 1359, , MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 100 E KEARNEY, , PHILLIPSBURG, MT, 59858, US, 4068593634, , 05/02/2006, 07/09/2009, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 25, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440215, 05, MT, , 184996100, 01, MT, WORK COMP, 1632, 01, MT, BC BS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CCEMTP, , , , , , , , , , , , , , , , 
1730147430, 2, , <UNAVAIL>, PARK CITY AMBULANCE, , , , , , , , , , , , , , , , PO BOX 1359, 1243 BURLINGTON AVE, MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 102 1ST AVE SW, , PARK CITY, MT, 59063, US, 4066332345, 4066332015, 05/02/2006, 11/17/2009, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 105, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65102, 01, MT, BCBS, 0446511, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CCEMTP, , , , , , , , , , , , , , , , 
1285692988, 2, , <UNAVAIL>, GREAT FALLS EMERGENCY SERVICES INC, , , , , , , GREAT FALLS EMERGENCY SERVICES, 3, , , , , , , , PO BOX 1359, , MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 514 9TH AVE S, , GREAT FALLS, MT, 59405, US, 4064535300, 4064534281, 05/02/2006, 07/07/2009, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 80, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9011260, 05, SD, , 9040932, 05, WA, , 65422, 01, MT, BCBS, 0443235, 05, MT, , 184821800, 01, MT, WORKERS COMP, 200359930A, 05, KS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CCEMTP, , , , , , , , , , , , , , , , 
1245298942, 2, , <UNAVAIL>, THREE RIVERS EMS, , , , , , , COLUMBIA FALLS VOLUNTEER AMBULANCE, 3, , , , , , , , PO BOX 1359, 1243 BURLINGTON AVE, MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 31 7TH ST W, , COLUMBIA FALLS, MT, 59912, US, 4068924244, 4068922567, 05/02/2006, 11/17/2009, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 11, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0448604, 05, MT, , 807042700, 05, ID, , 0194826, 01, WA, WASHINGTON WORK COMP, 65772, 01, MT, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CCEMTP, , , , , , , , , , , , , , , , 
1861450561, 2, , <UNAVAIL>, YELLOWSTONE CLUB PUBLIC SAFETY OF PRIVACY, , , , , , , , , , , , , , , , PO BOX 1359, 1008 BURLINGTON AVE SUITE C, MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 1 YELLOWSTONE CLUB TRAIL, , BIG SKY, MT, 59716, US, 4069932973, 4069932974, 05/02/2006, 04/20/2008, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 173, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CCEMPT, , , , , , , , , , , , , , , , 
1770541476, 2, , <UNAVAIL>, PLAINS COMMUNITY AMBULANCE INC, , , , , , , PLAINS COMMUNITY AMBULANCE, 3, , , , , , , , PO BOX 1359, 1243 BURLINGTON, MISSOULA, MT, 598061359, US, 4065497104, 4065422785, 101 E BLAKE, , PLAINS, MT, 59859, US, 4068263670, 4068263606, 05/02/2006, 11/17/2009, , , , , UNGARETTI, JOHN, R, GENERAL MANAGER, 4065497104, 3416L0300X, 135, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0442130, 05, MT, , 9049214, 05, WA, , 1452, 01, MT, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CCEMTP, , , , , , , , , , , , , , , , 
