1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1023092053, 2, , <UNAVAIL>, MARY HITCHCOCK MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 419112, , BOSTON, MA, 022419112, US, 6036505000, , ONE MEDICAL CENTER DR, , LEBANON, NH, 037560001, US, 6036505000, , 12/02/2005, 09/14/2016, , , , , JANTZEN, DANIEL, P., CHIEF FINANCIAL OFFICER, 6036505668, 207R00000X, 01799, NH, N, 261QE0002X, 01799, NH, N, 261QH0700X, 01799, NH, N, 332B00000X, 01799, NH, N, 3416A0800X, 0920, VT, N, 273R00000X, 01799, NH, N, 282N00000X, 01799, NH, Y, 3416A0800X, 0296, NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0300003, 05, VT, , DE1531, 01, VT, RAILROAD MEDICARE, 80300900, 05, NH, , CD9167, 01, NH, RAILROAD MEDICARE, 30005466, 05, NH, , 30011095, 05, NH, , 30210001, 05, NH, , 0RE2206, 05, VT, , 80300003, 05, NH, , 0300900, 05, VT, , 3076533, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1811971641, 2, , <UNAVAIL>, TOWN OF NEW DURHAM, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, , , 4 MAIN ST, , NEW DURHAM, NH, 038552201, US, 6038592091, , 12/05/2005, 05/02/2016, , , , , HERMAN, WILLIAM, , ADMINISTRATOR, 6038592091, 341600000X, 0183, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590010205, 01, , RR MEDICARE, 7102653Y0NH01, 01, , ANTHEM BCBS, =========, 01, , TRICARE, 645948, 01, , HARVARD PILGRIM, 30007224, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1689658411, 2, , <UNAVAIL>, TOWN OF NEW HAMPTON, , , , , , , , , , , , , , , , 26 INTERVALE RD, , NEW HAMPTON, NH, 032564449, US, 6037442735, 6037446520, 26 INTERVALE RD, , NEW HAMPTON, NH, 032564449, US, 6037442735, 6037446520, 12/05/2005, 10/27/2015, , , , , DRAKE, MICHAEL, , CHIEF, 6037442735, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590014087, 01, , RR MEDICARE, 703697, 01, , HARVARD PILGRIM, =========, 01, , TRICARE, 7102200Y0NH01, 01, NH, ANTHEM BC/BS, 806103, 01, NH, TUFTS HEALTH PLAN, 3078910, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1467436089, 2, , <UNAVAIL>, GOODWIN COMMUNITY HEALTH, , , , , , , AVIS GOODWIN COMMUNITY HEALTH, 4, , , , , , , , 311 ROUTE 108, , SOMERSWORTH, NH, 038781522, US, 6037492346, 6039530066, 311 ROUTE 108, , SOMERSWORTH, NH, 038781522, US, 6037492346, 6039530066, 12/06/2005, 09/26/2012, , , , , ATKINS, JANET, MARIE, EXECUTIVE DIRECTOR, 6039560063, 261QC1500X, , , Y, 261QD0000X, , NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 99909035, 01, ME, ME MEDICAID PRIMECARE, 138790101, 01, ME, MAINECARE FFS, 30312977, 01, NH, DENTAL MEDICAID, 30011038, 05, NH, , 138790200, 01, ME, MAINE CARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1952386971, 2, , <UNAVAIL>, ENT ASSOCIATES OF NH, , , , , , , , , , , , , , , , 85 SPRING ST, , LACONIA, NH, 032463113, US, 6035247402, 6035240945, 85 SPRING ST, , LACONIA, NH, 032463113, US, 6035247402, 6035240945, 12/13/2005, 06/16/2010, , , , , MACNEILL, DORIS, , BUSINESS MANAGER, 6035247402, 174400000X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30010479, 05, NH, , 80000043, 05, NH, , 30201594, 05, NH, , 30431486, 05, NH, , 30340254, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952386823, 2, , <UNAVAIL>, TOWN OF NEWMARKET, , , , , , , NEWMARKET FIRE AND RESCUE, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 4 YOUNG LN, , NEWMARKET, NH, 038571919, US, 6036593334, , 12/13/2005, 09/27/2013, , , , , BROOKS, CARRIE, , ADMINISTRATION, 6036593334, 341600000X, 0354, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7106262Y0MA01, 01, , ANTHEM BLUE CROSS, =========, 01, , TRICARE, 803122, 01, , TUFTS HEALTH PLAN, 80006262, 05, NH, , 590009823, 01, , RR MEDICARE, 702966, 01, , HARVARD PILGRIM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1306822077, 2, , <UNAVAIL>, COLONIAL VILLAGE, , , , , , , , , , , , , , , , PO BOX 338, , CONTOOCOOK, NH, 032290338, US, 6037465085, 6037464117, 54 PARK AVE PLAZA, , CONTOOCOOK, NH, 032290338, US, 6307464600, 6037464117, 12/15/2005, 05/05/2008, , , , , FOURNIER, MARC, REAL, PRESIDENT CEO, 6037465085, 183500000X, 0101, NH, Y, 332B00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80872938, 05, NH, , 3002552, 01, NH, NABP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1528044971, 2, , <UNAVAIL>, THE EVENTIDE HOME, , , , , , , , , , , , , , , , 81 HIGH STREET, , EXETER, NH, 03833, US, 6037725743, 6037780241, 81 HIGH ST, , EXETER, NH, 038332908, US, 6037725743, 6037780241, 12/19/2005, 07/08/2007, , , , , UEBELE, KAREN, JEAN, ADMINISTRATOR, 6037725743, 310400000X, 730, NH, X, 313M00000X, 00283, NH, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 99750096, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1609852433, 2, , <UNAVAIL>, TOWN OF NORTH HAMPTON, , , , , , , NORTH HAMPTON AMBULANCE, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 235 ATLANTIC AVE, , NORTH HAMPTON, NH, 038622352, US, 6039645500, , 12/22/2005, 09/27/2013, , , , , LAMBERT, THOMAS, , CHIEF, 6039645500, 341600000X, 0087, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30004725, 05, NH, , 701653, 01, , HARVARD PILGRIM, =========, 01, , TRICARE, 590008971, 01, , RR MEDICARE, 7106281Y0NH01, 01, NH, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1669459418, 2, , <UNAVAIL>, MICHAEL P. ROMANOWSKY FAMILY MEDICINE, , , , , , , , , , , , , , , , PO BOX 9132, , BROOKLINE, MA, 024469132, US, 8009270002, , 63 RANGE RD, , WINDHAM, NH, 030872098, US, 6038934119, , 12/22/2005, 04/25/2008, , , , , ROMANOWSKY, MICHAEL, , PRESIDENT, 8009270002, 207Q00000X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1659358281, 2, , <UNAVAIL>, GENESIS ELDERCARE REHABILITATION SERVICES LLC, , , , , , , , , , , , , , , , 101 E STATE ST, C/O AMY NUNEMAKER, KENNETT SQUARE, PA, 193483109, US, 6109254560, , 40 EXCHANGE ST, C/O GORHAM CLINIC, GORHAM, NH, 035811604, US, 6109254560, , 12/23/2005, 02/15/2018, , , , , SOIKA, LOUISE, ANN, SVP, 6109254088, 225100000X, , , N, 225X00000X, , , N, 235Z00000X, , , N, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1629055306, 2, , <UNAVAIL>, MANCHESTER INTEGRATED HEALTH INC, , , , , , , HACKETT HILL HEALTHCARE CENTER, 5, , , , , , , , 191 HACKETT HILL RD, , MANCHESTER, NH, 031028521, US, 6036688161, 6036222584, 191 HACKETT HILL RD, , MANCHESTER, NH, 031028521, US, 6036688161, 6036222584, 12/23/2005, 07/16/2014, , , , , REYNOLDS, BRIAN, , CEO, 4105138738, 314000000X, 01466, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80005038, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1043297773, 2, , <UNAVAIL>, ANN M RUBINSTEIN PLLC, , , , , , , , , , , , , , , , 154 BROAD ST, SUITE 1535, NASHUA, NH, 030633205, US, 6035460297, , 154 BROAD ST, SUITE 1535, NASHUA, NH, 030633205, US, 6035460297, , 12/23/2005, 07/08/2007, , , , , RUBINSTEIN, ANN, M, SOLE MEMBER             PLLC, 6035460297, 101YM0800X, 335, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14Y001105NH02, 01, NH, BCBS, 14Y001105NH01, 01, NH, BLUE CROSS/BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , LCMHC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1669459780, 2, , <UNAVAIL>, TOWN OF PETERBOROUGH, , , , , , , , , , , , , , , , PO BOX 293, , PETERBOROUGH, NH, 034580293, US, 6039247797, 6039244437, 16 SUMMER ST, , PETERBOROUGH, NH, 034582430, US, 6039248090, 6039248091, 12/29/2005, 01/18/2008, , , , , LENOX, JOSEPH, , CHIEF, 6039248090, 341600000X, 0093, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30011005, 05, NH, , 645382, 01, , HARVARD PILGRIM, 1013308, 05, VT, , 645382, 01, MA, HARVARD PILGRIM, 616728, 01, , TUFTS HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , III, , , , , , , , , , , , , , , , , 
1164409298, 2, , <UNAVAIL>, TOWN OF PLAISTOW, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 27 ELM ST, , PLAISTOW, NH, 038652206, US, 6033825012, , 12/29/2005, 10/20/2013, , , , , MCARDLE, JOHN, , CHIEF, 6033825012, 341600000X, 0218, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 692215, 01, , TUFTS HEALTH PLAN, 71Y002988NH01, 01, , ANTHEM BLUE CROSS, 30820937, 05, NH, , 590014107, 01, , RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1932186095, 2, , <UNAVAIL>, ORTHOPEDIC PROFESSIONAL ASSOCIATION, , , , , , , , , , , , , , , , 14 MAPLE ST, SUITE 100, GILFORD, NH, 032496580, US, 6035289011, 6035245743, 14 MAPLE ST, SUITE 100, GILFORD, NH, 032496580, US, 6035289011, 6035245743, 12/29/2005, 06/03/2009, , , , , MATOSKA, MEDORA, L, MANAGER BILLING SERVICES, 6035273866, 207X00000X, 8510, NH, Y, 2085R0202X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CB4367, 01, NH, RAILROAD MEDICARE, =========, 01, NH, MEDICARE DME, 81203738, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , CMPE,  CPC, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1174500284, 2, , <UNAVAIL>, TOWN OF PELHAM, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 65 OLD BRIDGE ST N, , PELHAM, NH, 030763713, US, 6036352703, , 12/29/2005, 10/20/2013, , , , , MIDGLEY, J, , CHIEF, 6036352703, 341600000X, 0091, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 800500, 01, , TUFTS HEALTH, 0024832, 01, , NEIGHBORHOOD HEALTH, 701083, 01, , HARVARD PILGRIM, 1720091, 05, MA, , 101459, 01, MA, BLUE CROSS BLUE SHIELD, 7106249Y0NH01, 01, , ANTHEM BLUE CROSS, 80596249, 05, NH, , 590008970, 01, , RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477530376, 2, , <UNAVAIL>, CORE HEALTH SERVICES INC, , , , , , , CORE PHYSICIAN SERVICES, 3, , , , , , , , PO BOX 655, , EXETER, NH, 03833, US, 6035806753, 6035806840, 21 HAMPTON ROAD, , EXETER, NH, 03833, US, 6035806753, 6035806840, 12/30/2005, 07/08/2007, , , , , CRESTA, DEBRA, R, PRESIDENT, 6035806693, 207Q00000X, , , X, 207QS0010X, , , X, 207R00000X, , , X, 207RE0101X, , , X, 207RI0200X, , , X, 207RP1001X, , , X, 207X00000X, , , X, 207Y00000X, , , X, 208000000X, , , X, 208200000X, , , X, 208600000X, , , X, 208800000X, , , X, 208C00000X, , , X, 208M00000X, , , X, 231H00000X, , , X, 80008636, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 
1609854546, 2, , <UNAVAIL>, RAY HUMPHREY D.C. PLLC, , , , , , , , , , , , , , , , 40 SOUTH RIVER ROAD, UNIT 54, BEDFORD, NH, 031106751, US, 6036693428, 6036693418, 40 SOUTH RIVER ROAD, UNIT 54, BEDFORD, NH, 031106751, US, 6036693428, 6036693418, 01/01/2006, 08/22/2014, , , , , HUMPHREY, RAY, , OWNER, 6036693428, 111N00000X, 630-0401, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , D.C.,  PLLC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457339152, 2, , <UNAVAIL>, CITY OF PORTSMOUTH NEW HAMPSHIRE, , , , , , , PORTSMOUTH AMBULANCE, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, 9783562721, 170 COURT ST, , PORTSMOUTH, NH, 038014416, US, 6034271515, , 01/04/2006, 09/27/2013, , , , , ACHILLES, STEVEN, , ASSISTANT CHIEF, 6034271515, 341600000X, 0095, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 143810000, 05, ME, , 801339, 01, , TUFTS HEALTH PLAN, 80596219, 05, NH, , 247523600, 01, , DEPARTMENT OF LABOR, 700422, 01, , HARVARD PILGRIM, 7106219Y0NH01, 01, , ANTHEM BLUE CROSS, ZH6573, 01, MA, BLUE CROSS BLUE SHIELD, 590092093, 01, , RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1083692776, 2, , <UNAVAIL>, TOWN OF PLYMOUTH, , , , , , , , , , , , , , , , 42 HIGHLAND ST, , PLYMOUTH, NH, 032641236, US, 6035361253, 6035360035, 42 HIGHLAND ST, , PLYMOUTH, NH, 032641236, US, 6035361253, , 01/04/2006, 10/01/2015, , , , , CLOGSTON, CASINO, , CHIEF, 6035361253, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590008029, 01, , RR MEDICARE, 734851, 01, , TUFTS HEALTH PLAN, 80006290, 05, NH, , 7106290Y0NH01, 01, , BLUE CROSS BLUE SHIELD, 700353, 01, , HARVARD PILGRIM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1316925571, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 19 HAMPTON RD, , EXETER, NH, 038334816, US, 6037786185, , 01/06/2006, 08/23/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
