1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1235113069, 2, , <UNAVAIL>, BLUE MOUNTAIN FAMILY MEDICINE CLINIC, , , , , , , , , , , , , , , , 124 NORTH GUYTON, , BLUE MOUNTAIN, MS, 38610, US, 6626854700, 6626859999, 124 NORTH GUYTON, , BLUE MOUNTAIN, MS, 38610, US, 6626854700, 6626859999, 12/05/2005, 11/28/2007, , , , , BARKLEY, THOMAS, FORD, VP, 6626854700, 261QR1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09014529, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, , , , , , , , , , , , , , , , 
1548244262, 2, , <UNAVAIL>, WILKINSON COUNTY NURSING CENTER LLC, , , , , , , , , , , , , , , , PO BOX 310, 166 S LAFAYETTE ST, CENTREVILLE, MS, 396310310, US, 6016455253, 6016456389, 166 S LAFAYETTE ST, , CENTREVILLE, MS, 396310310, US, 6016455253, 6016456389, 12/06/2005, 08/10/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 379, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00230138, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1366426082, 2, , <UNAVAIL>, MAGNOLIA NURSING CENTER LLC, , , , , , , , , , , , , , , , 3701 PETER QUINN DR, , JACKSON, MS, 392133309, US, 6013661712, 6013661715, 3701 PETER QUINN DR, , JACKSON, MS, 392133309, US, 6013661712, 6013661715, 12/06/2005, 07/08/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 404, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00230160, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1184608804, 2, , <UNAVAIL>, CARE MANAGEMENT GROUP INC, , , , , , , BILLDORA NURSING HOME, 3, , , , , , , , 314 ENOCHS ST, , TYLERTOWN, MS, 396672716, US, 6018762173, 6018764904, 314 ENOCHS ST, , TYLERTOWN, MS, 396672716, US, 6018762173, 6018764904, 12/06/2005, 07/08/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 310400000X, 179, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00230053, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1538143250, 2, , <UNAVAIL>, BELHAVEN NURSING CENTER LLC, , , , , , , , , , , , , , , , 1004 NORTH ST, , JACKSON, MS, 392022433, US, 6013550763, 6013559775, 1004 NORTH ST, , JACKSON, MS, 392022433, US, 6013550763, , 12/06/2005, 07/27/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 624, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00230161, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1265416986, 2, , <UNAVAIL>, POPLAR SPRINGS NURSING CENTER LLC, , , , , , , , , , , , , , , , 6615 POPLAR SPRINGS LOOP, , MERIDIAN, MS, 393059250, US, 6014835256, 6014837081, 6615 POPLAR SPRINGS LOOP, , MERIDIAN, MS, 393059250, US, 6014835256, 6014837081, 12/06/2005, 07/08/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 80, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01202867, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1700860426, 2, , <UNAVAIL>, LEXINGTON MANOR NURSING CENTER LLC, , , , , , , , , , , , , , , , 56 ROCKPORT RD, , LEXINGTON, MS, 390955166, US, 6628343021, 6628344848, 56 ROCKPORT RD, , LEXINGTON, MS, 390955166, US, 6628343021, 6628344848, 12/06/2005, 07/08/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 614, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00230164, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1225012941, 2, , <UNAVAIL>, CLAIBORNE COUNTY NURSING CENTER INC, , , , , , , , , , , , , , , , PO BOX 1018, 2124 OLD HWY 61 SOUTH, PORT GIBSON, MS, 391501018, US, 6014378737, 6014378724, 2124 OLD HIGHWAY 61 S, , PORT GIBSON, MS, 391502589, US, 6014378737, 6014378724, 12/06/2005, 07/08/2007, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 679, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00023182, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1598749210, 2, , <UNAVAIL>, HINDS COUNTY NURSING &REHABILITATION CENTER LLC, , , , , , , , , , , , , , , , 3454 ALBERMARLE ROAD, , JACKSON, MS, 39213, US, 6013625394, 6013669276, 3454 ALBERMARLE ROAD, , JACKSON, MS, 39213, US, 6013625394, 6013669276, 12/06/2005, 02/03/2010, , , , , ELLIS, TINA, L, COMPTROLLER, 6013040980, 314000000X, 375, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 08400599, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1073598678, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 603 S ARCHUSA AVE, , QUITMAN, MS, 393552331, US, 6017762123, , 12/07/2005, 10/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0686314, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336124932, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 24345 HIGHWAY 15, , UNION, MS, 393658575, US, 6047763068, , 12/07/2005, 10/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0030033, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1104801703, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1106 CENTRAL DR, , PHILADELPHIA, MS, 393508972, US, 6016509664, , 12/07/2005, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00387032, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477538072, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 119 S 12TH AVE, , LAUREL, MS, 394404322, US, 6016493003, , 12/07/2005, 11/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0319160, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1407831928, 2, , <UNAVAIL>, NORTHEAST MS INTERNAL MEDICINE PC, , , , , , , , , , , , , , , , 202 N 1ST ST, SUITE A, BOONEVILLE, MS, 388292718, US, 6623401138, 6627285185, 202 N 1ST ST, SUITE A, BOONEVILLE, MS, 388292718, US, 6623401138, 6627285185, 12/07/2005, 06/30/2015, , , , , DENNIS, LAURENCE, L, PRESIDENT, 6623401138, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 08228702, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1699750299, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 252 NORTHSIDE DR, , NEWTON, MS, 393459756, US, 6016837086, , 12/07/2005, 10/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0913639, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780669382, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 900 EARL FRYE BLVD, , AMORY, MS, 388215507, US, 6022568793, , 12/07/2005, 10/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0903114, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1952386559, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 3502 W NORTHSIDE DR, , JACKSON, MS, 392134454, US, 6019141976, , 12/07/2005, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3156241, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1760467369, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 905C S FRONTAGE RD, , MERIDIAN, MS, 393016113, US, 6016934762, , 12/07/2005, 11/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0868722, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1912982521, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1120 MAIN ST, , SOUTHAVEN, MS, 386711428, US, 6623421286, , 12/07/2005, 01/02/2014, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0984103, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1457336067, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1031 N FLOWOOD DR, , JACKSON, MS, 392329533, US, 6019321333, , 12/07/2005, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3387746, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1891770400, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 606 22ND AVE, , MERIDIAN, MS, 393015021, US, 6016936638, , 12/07/2005, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5976530, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508841115, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 4331 HIGHWAY 39 N, , MERIDIAN, MS, 393011007, US, 6014825735, , 12/07/2005, 10/18/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0962403, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1962487579, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 900 BOULEVARD DR N, , AMORY, MS, 388212012, US, 6622569333, , 12/07/2005, 07/08/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1942285564, 2, , <UNAVAIL>, EYE CLINIC OF MERIDIAN PLLC, , , , , , , , , , , , , , , , PO BOX 1551, , MERIDIAN, MS, 393021551, US, 6014852368, 6016932174, 1301 20TH AVE, , MERIDIAN, MS, 393014121, US, 6014852368, 6016932174, 12/07/2005, 05/19/2008, , , , , MARASCALCO, DON, E, SENIOR PARTNER, 6014852368, 152W00000X, , , N, 207W00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 051550436, 05, AL, , 180041975, 01, AL, DR MASON-RR MEDICARE, 00116642, 05, MS, , 00880212, 05, MS, , 180041976, 01, AL, DR MARASCALCO-RR MEDICARE, 009943235, 05, AL, , 051550437, 05, AL, , 051554358, 01, AL, DR JOHNSON-RR MEDICARE, 00116589, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
