1902809924, 2, , <UNAVAIL>, THE SALUDA COUNSELING SERVICES CENTER INC., , , , , , , THE SALUDA CENTER, 3, , , , , , , , 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 05/23/2005, 04/20/2008, , , , , JOHNSON, BARBARA, J, OFFICE MANAGER, 8033276103, 101YA0400X, , , N, 101YM0800X, , , Y, 101YP1600X, , , N, 101YP2500X, , , N, 1041C0700X, , , N, 106H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========006, 01, SC, BCBS, =========003, 01, SC, BCBS, =========001, 01, SC, BCBS, =========002, 01, SC, BCBS, =========005, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1821082132, 2, , <UNAVAIL>, DOSHER PHYSICAL THERAPY ASSOC LTD, , , , , , , SIMPSONVILLE REHABILITATION - SPORTS CLINIC, 3, , , , , , , , 109 FLEETWOOD DR, , EASLEY, SC, 296402019, US, 8648557030, 8648557019, 883 NE MAIN ST, , SIMPSONVILLE, SC, 296812051, US, 8649628016, 8649628116, 09/01/2005, 07/08/2007, , , , , DOSHER, MICHAEL, C, PRESIDENT, 8648557000, 225100000X, , , X, 225X00000X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PT, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1124012026, 2, , <UNAVAIL>, HOME HEALTH OF SOUTH CAROLINA INC, , , , , , , HOME HEALTH OF SOUTH CAROLINA INC - MIDLANDS, 3, , , , , , , , PO BOX 5599, , FLORENCE, SC, 295025599, US, 8436797060, 8436797073, 193 MEDICAL CIR, , WEST COLUMBIA, SC, 291693655, US, 8039390266, 8439391438, 09/07/2005, 03/10/2009, , , , , CHISHOLM, JAMES, FRANK, SECRETARY, 8436797060, 251E00000X, HHA151, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 473027, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CEO/COO, , , , , , , , , , , , , , , , 
1376537209, 2, , <UNAVAIL>, LAURENS UROLOGICAL, , , , , , , , , , , , , , , , 300 PLAZA CIR, , CLINTON, SC, 293257557, US, 8649380211, 8649380135, 300 PLAZA CIR, , CLINTON, SC, 293257557, US, 8649380211, 8649380135, 09/07/2005, 07/09/2007, , , , , KING, CLAUDIA, E., ADMINISTRATOR, 8649380211, 208800000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP2109, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1265426159, 2, , <UNAVAIL>, HOME HEALTH OF SOUTH CAROLINA INC, , , , , , , HOME HEALTH OF SOUTH CAROLINA INC - LOWCOUNTRY, 3, , , , , , , , PO BOX 5599, , FLORENCE, SC, 295025599, US, 8436797060, 8436797073, 109 BURTON AVE STE D, , SUMMERVILLE, SC, 294858117, US, 8438510999, 8438510240, 09/07/2005, 03/10/2009, , , , , CHISHOLM, JAMES, FRANK, SECRETARY, 8436797060, 251E00000X, ADC138, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 473036, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CEO/COO, , , , , , , , , , , , , , , , 
1336133313, 2, , <UNAVAIL>, AUGUSTA STREET CLINIC LLC, , , , , , , AUGUSTA STREET CLINIC, 3, , , , , , , , 1521 AUGUSTA ST, , GREENVILLE, SC, 296052921, US, 8642320082, 8642321884, 1521 AUGUSTA ST, , GREENVILLE, SC, 296052921, US, 8642320082, 8642321884, 09/07/2005, 06/27/2008, , , , , JAYNES, ROGER, STEVEN, OWNER, 8642320082, 111N00000X, 1108, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1770577611, 2, , <UNAVAIL>, SCOTLAND MEMORIAL HOSPITAL INC, , , , , , , MARLBORO FAMILY PRACTICE AND URGENT CARE, 3, , , , , , , , PO BOX 2257, , LAURINBURG, NC, 283532257, US, 8434540245, 8434797873, 957 CHERAW ST, , BENNETTSVILLE, SC, 295122420, US, 8434540245, 8434797873, 09/07/2005, 09/02/2016, , , , , PRACHT, MATTHEW, D, VP FINANCE, 9102917000, 207Q00000X, , , Y, 208D00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 79011P9, 05, NC, , GP2129, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1689668428, 2, , <UNAVAIL>, HOME HEALTH COMPANION SERVICES OF SOUTH CAROLINA INC, , , , , , , , , , , , , , , , PO BOX 5599, , FLORENCE, SC, 295025599, US, 8436797060, 8436797073, 1668 HERLONG CT, , ROCK HILL, SC, 297321183, US, 8033251455, 8033252192, 09/08/2005, 04/20/2008, , , , , CHISHOLM, JAMES, FRANK, SECRETARY, 8436797060, 261QR0401X, =========, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AR0010, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , CEO/COO, , , , , , , , , , , , , , , , 
1366436073, 2, , <UNAVAIL>, BEAUFORT COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225765, 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225765, 09/08/2005, 02/09/2010, , , , , WHITE, JEFFREY, L, SENIOR VP AND CFO, 8435225142, 282N00000X, HTL026, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 270920, 05, SC, , 400676, 05, SC, , 101376, 05, SC, , DPE033, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1679567259, 2, , <UNAVAIL>, JEFFREY N BRODER MD PC, , , , , , , NORTH AGUSTA URGENT CARE FAMILY & OCCUPATIONAL MEDICINE, 3, , , , , , , , 1201 WEST AVE, , NORTH AUGUSTA, SC, 298413350, US, 8032791030, 8032781344, 1201 WEST AVE, , NORTH AUGUSTA, SC, 298413350, US, 8032791030, 8032781344, 09/09/2005, 07/08/2007, , , , , BRODER, JEFFREY, N, MEDICAL DIRECTOR, 8032791030, 208D00000X, 15157, SC, X, 363LF0000X, APN459, SC, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP2905, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1710972120, 2, , <UNAVAIL>, AIKEN COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE, , , , , , , , , , , , , , , , 1105 GREGG HWY, , AIKEN, SC, 298016341, US, 8036491900, 8036432926, 1105 GREGG HWY, , AIKEN, SC, 298016341, US, 8036491900, 8036432926, 09/13/2005, 05/09/2008, , , , , MATTOCKS, HERB, , EXECUTIVE DIRECTOR, 8036491900, 251S00000X, OTP006, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AD01AK, 05, SC, , =========, 01, , 3RD PARTY PAYERS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1073508446, 2, , <UNAVAIL>, BIOWATCH MEDICAL INC, , , , , , , , , , , , , , , , 1233 WASHINGTON ST, SUITE 400, COLUMBIA, SC, 292013221, US, 8032330244, 8033391871, 1233 WASHINGTON ST, SUITE 400, COLUMBIA, SC, 292013221, US, 8032330244, 8033391871, 09/13/2005, 11/20/2014, , , , , BYRD, ANN, , DIRECTOR CLINICAL SERVICES, 8032330244, 246Z00000X, =========, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PL0092,  GP5182, 05, SC, , P00357097, 01, SC, RAILROAD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1194710426, 2, , <UNAVAIL>, REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , P.O. BOX 5158, , SPARTANBURG, SC, 293045158, US, 8645822817, 8645822829, 750 S. CHURCH STREET, , SPARTANBURG, SC, 29306, US, 8645822411, 8645827179, 09/13/2005, 02/09/2016, , , , , PEREZ, HILTON, , CEO, 8645822817, 261Q00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , FQC057, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , , , , , , , , , , , , , , , , , 
1467447797, 2, , <UNAVAIL>, MORRELL NURSING CENTER LLC, , , , , , , , , , , , , , , , 116 CASHUA ST, , DARLINGTON, SC, 295323202, US, 8433939925, 8433936778, 900 N MARQUIS HWY, , HARTSVILLE, SC, 295503526, US, 8433835164, 8433839072, 09/13/2005, 02/23/2010, , , , , LOFE, DENNIS, , CEO, 8433939925, 314000000X, 0881NF, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0881NF, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, WILSON SENIOR CARE, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1437144771, 2, , <UNAVAIL>, OAKHAVEN NURSING CENTER LLC, , , , , , , , , , , , , , , , 116 CASHUA ST, , DARLINGTON, SC, 295323202, US, 8433939925, 8433936778, 123 OAK ST, , DARLINGTON, SC, 295322628, US, 8433937041, , 09/13/2005, 01/21/2010, , , , , LOFE, DENNIS, , CEO, 8433939925, 314000000X, NCF890, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 369575, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1972598225, 2, , <UNAVAIL>, MEDFORD NURSING CENTER LLC, , , , , , , , , , , , , , , , 116 CASHUA ST, , DARLINGTON, SC, 295323202, US, 8433939925, 8433936778, 105 MEDFORD DR, , DARLINGTON, SC, 295322719, US, 8433987000, , 09/13/2005, 07/09/2007, , , , , LOFE, DENNIS, , CEO, 8433939925, 314000000X, NCF891, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0527NH, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1982699179, 2, , <UNAVAIL>, FOOTHILLS INTERNAL MEDICINE, , , , , , , , , , , , , , , , 1648 GENTRY MEMORIAL HWY, , EASLEY, SC, 296408877, US, 8648551331, 8648551602, 1648 GENTRY MEMORIAL HWY, , EASLEY, SC, 296408877, US, 8648551331, 8648551602, 09/14/2005, 09/26/2008, , , , , WATERS, BRENDA, , ADMINISTRATOR, 8648551331, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP0069, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1275528168, 2, , <UNAVAIL>, MT. PLEASANT INTERNAL MEDICINE, , , , , , , , , , , , , , , , 897 VON KOLNITZ RD, SUITE 101, MT PLEASANT, SC, 294643630, US, 8438811671, 8438811433, 897 VON KOLNITZ RD, SUITE 101, MT PLEASANT, SC, 294643630, US, 8438811671, 8438811433, 09/16/2005, 11/19/2009, , , , , JONES, MARY, SUSAN, PHYSICIAN, 8438811671, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP3336, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1750376422, 2, , <UNAVAIL>, MED CENTER PHARMACY & MEDICAL SUPPLY LLC, , , , , , , , , , , , , , , , 209 RUSSELL STREET, , DARLINGTON, SC, 29532, US, 8433987006, 8433987017, 209 RUSSELL STREET, , DARLINGTON, SC, 29532, US, 8433987006, 8433987017, 09/19/2005, 07/14/2008, , , , , WEESNER, SUSAN, D, CFO, 8433958971, 332B00000X, 20056062, SC, N, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 559023, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1558356196, 2, , <UNAVAIL>, B-L FAMILY PRACTICE P A, , , , , , , , , , , , , , , , 608 E COLUMBIA AVE, PO BOX 3608, LEESVILLE, SC, 290707318, US, 8035328155, 8035329685, 608 E COLUMBIA AVE, , LEESVILLE, SC, 290707318, US, 8035328155, 8035329685, 09/20/2005, 02/18/2013, , , , , DUNBAR, CP, , OWNER, 8035328155, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1730174335, 2, , <UNAVAIL>, ELLEN SAGAR NURSING HOME, , , , , , , , , , , , , , , , 1817 JONESVILLE HWY, , UNION, SC, 293799793, US, 8644660350, 8644272666, 1817 JONESVILLE HWY, , UNION, SC, 293799793, US, 8644660350, 8644272666, 09/20/2005, 03/06/2008, , , , , WINN, ANNE, O, ADMINISTRATOR, 8644660350, 313M00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 164704, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1427044957, 2, , <UNAVAIL>, THREE RIVERS BEHAVIORAL HEALTH LLC, , , , , , , THREE RIVERS BEHAVIORAL HEALTH, 3, , , , , , , , 2900 SUNSET BLVD, , WEST COLUMBIA, SC, 29169, US, 8037969911, , 2900 SUNSET BLVD, , WEST COLUMBIA, SC, 291693422, US, 8037969911, , 09/20/2005, 03/13/2011, , , , , FILTON, STEVE, , SR VP  CFO, 6107383300, 283Q00000X, HTL-808, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , A00808, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1992791461, 2, , <UNAVAIL>, HOME MEDICAL EQUIPMENT INC, , , , , , , , , , , , , , , , 309 UNIVERSITY PKWY, , AIKEN, SC, 298010005, US, 8036491726, 8036417917, 309 UNIVERSITY PKWY, , AIKEN, SC, 298010005, US, 8036491726, 8036417917, 09/21/2005, 01/06/2015, , , , , PINTO, TERRY, , GENERAL MANAGER, 8036491726, 332B00000X, =========, SC, Y, 3336H0001X, 50002992, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, SC, BCBS DME PROVIDER, 558382, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1104812692, 2, , <UNAVAIL>, FLEETWOOD INTERNAL MEDICINE PA, , , , , , , , , , , , , , , , PO BOX 309, , PICKENS, SC, 296710309, US, 8648501441, 8648501482, 109B FLEETWOOD DR, , EASLEY, SC, 296402019, US, 8648551036, 8648553318, 09/21/2005, 10/31/2007, , , , , STROUD, LAWRENCE, E, PRESIDENT, 8648551036, 207Q00000X, 851, SC, Y, 207QA0401X, 8878, SC, N, 207RC0000X, 9099, SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PA4726, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
