1952304008, 2, , <UNAVAIL>, WILPAGE INC., , , , , , , WILPAGE MEDICAL, 3, , , , , , , , PO BOX 37, , HAWTHORNE, NJ, 075070037, US, 9734234100, 9734230715, 146 GENEVIEVE AVE, , HAWTHORNE, NJ, 075062332, US, 9734234100, 9734230715, 05/23/2005, 11/19/2013, , , , , ABRUZZO, SYLVESTER, , TREASURER, 9738354716, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0093831, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1306846001, 2, , <UNAVAIL>, SALEM CLINIC CORP, , , , , , , SOUTH JERSEY FAMILY CARE CENTER, 3, , , , , , , , 499 BECKETT RD, SUITE 202, LOGAN TOWNSHIP, NJ, 080851766, US, 8562412090, 8562412099, 499 BECKETT RD, SUITE 202, LOGAN TOWNSHIP, NJ, 080851766, US, 8562412090, 8562412099, 07/26/2005, 04/20/2008, , , , , NEWSOME, GARY, D, PRESIDENT, 6153739600, 207Q00000X, =========, NJ, X, 207V00000X, =========, NJ, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7211601, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1669472296, 2, , <UNAVAIL>, GENERAL HEALTH SERVICES, , , , , , , , , , , , , , , , 282 LINCOLN BLVD, , MIDDLESEX, NJ, 088462305, US, 7323563736, 7323560945, 282 LINCOLN BLVD, , MIDDLESEX, NJ, 088462305, US, 7323563736, 7323560945, 07/26/2005, 06/05/2012, , , , , KOTHARI, KIRAN, K, PRESIDENT, 7323563736, 332B00000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0048763, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1003816562, 2, , <UNAVAIL>, THERAPISTS REHABILITATION GROUP, , , , , , , , , , , , , , , , 2143 MORRIS AVE, #7, UNION, NJ, 070836036, US, 9086882077, 9088101789, 2143 MORRIS AVE, #7, UNION, NJ, 070836036, US, 9086882077, 9088101789, 07/27/2005, 07/08/2007, , , , , ELTTOUNY, MAGDY, K, ADMINISTRATOR, 9086882077, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1578563052, 2, , <UNAVAIL>, SALEM CLINIC CORP, , , , , , , CHILDREN'S HEALTHCARE CENTER, 3, , , , , , , , 4 BYPASS ROAD, SUITE 101, SALEM, NJ, 08079, US, 8569353582, 8569354382, 4 BYPASS ROAD, SUITE 101, SALEM, NJ, 08079, US, 8569353582, 8569354382, 07/27/2005, 04/20/2008, , , , , NEWSOME, GARY, D, PRESIDENT, 6163739600, 208000000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8996105, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1194725408, 2, , <UNAVAIL>, RETINA AND DIABETIC EYE SPECIALISTS PA, , , , , , , , , , , , , , , , 130 STATE ROAD, SUITE 206, SPRINGFIELD, PA, 190641232, US, 6106904900, 6106901659, 48 N. BROADWAY, , PENNSVILLE, NJ, 080701754, US, 6106904900, 6106901659, 07/28/2005, 07/19/2016, , , , , VACIRCA, ANGELO, , DIRECTOR OF OPERATION, 6106904900, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1982604302, 2, , <UNAVAIL>, NEW BRUNSWICK PEDIATRIC GROUP, , , , , , , , , , , , , , , , PO BOX 6017, 1300 HOW LANE, NORTH BRUNSWICK, NJ, 089026017, US, 7322471510, 7322478885, 1300 HOW LN, , NORTH BRUNSWICK, NJ, 089021721, US, 7322471510, 7322478885, 07/28/2005, 04/20/2008, , , , , WIENER, HOWARD, ERNEST, VICE PRESIDENT, 7322471510, 208000000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2645009, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1366442428, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL INTENSIVE-IN COMMUNITY-IIC, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0023302, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1619977741, 2, , <UNAVAIL>, MID-ATLANTIC SURGICAL ASSOC., , , , , , , , , , , , , , , , MID-ATLANTIC SURGICAL ASSOCIATES, 100 MADISON AVENUE, MORRISTOWN, NJ, 07960, US, 9739717300, 9739847019, 100 MADISON AVE, GAGNON LEVEL C, MORRISTOWN, NJ, 079606136, US, 9739717300, 9739847019, 07/29/2005, 04/20/2009, , , , , IRVIN, DOUGLAS, A, ADMINISTRATOR, 9739717300, 208G00000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3552501, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1881694032, 2, , <UNAVAIL>, SALEM CLINIC CORP, , , , , , , SALEM COUNTY SURGICAL ASSOCIATES, 3, , , , , , , , 8 BYPASS ROAD, , SALEM, NJ, 08079, US, 8569352750, 8569350105, 8 BYPASS ROAD, , SALEM, NJ, 08079, US, 8569352750, 8569350105, 07/29/2005, 04/20/2008, , , , , NEWSOME, GARY, D, PRESIDENT, 6153739600, 208600000X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 497401, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952301178, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - LINDEN RENAL DIALYSIS, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 10 N WOOD AVE, SUITE G, LINDEN, NJ, 070365200, US, 9088627400, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4505310, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1861492084, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - CPI, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136926, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1770583999, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL ACUTE CARE, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 225 WILLIAMSON ST, , ELIZABETH, NJ, 072023625, US, 9089945000, , 07/29/2005, 02/22/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136900, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1689674806, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL- BROTHER BONAVENTURE SNF, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/22/2010, , , , , HORAN, GARY, , PRESIDENT CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4505301, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1750381976, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL-FAMILY HEALTH CENTER, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 65 JEFFERSON AVE, 2ND FLOOR, ELIZABETH, NJ, 072012474, US, 9089945505, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136900, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1336149301, 2, , <UNAVAIL>, ALFREDO S MASULLO MD PA, , , , , , , , , , , , , , , , 120 PROSPECT AVE, , HACKENSACK, NJ, 076012256, US, 2014880707, , 120 PROSPECT AVE, , HACKENSACK, NJ, 076012256, US, 2014880707, , 07/29/2005, 12/19/2007, , , , , MASULLO, ALFREDO, S, PRESIDENT, 2014880707, 207N00000X, MA032378, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1194725309, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - PSCYHIATRY, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT / CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1285634394, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - DMI, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9011901, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1164422382, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - HEALTH START, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 225 WILLIAMSON ST, , ELIZABETH, NJ, 072023625, US, 9089945000, , 07/29/2005, 01/22/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4139712, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1073513297, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL WORK FIRST, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 225 WILLIAMSON ST, , ELIZABETH, NJ, 072023625, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7632606, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1982604104, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - MOBILE RESPONSE - CMR, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0017124, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1790785913, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL - AMBULANCE, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 225 WILLIAMSON ST, , ELIZABETH, NJ, 072023625, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT/CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136900, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1609876820, 2, , <UNAVAIL>, TRINITAS REGIONAL MEDICAL CENTER, , , , , , , TRINITAS HOSPITAL-PSYCHIATRY PHYSICIANS, 5, , , , , , , , 225 WILLIAMSON ST, PHYSICIAN BILLING, ELIZABETH, NJ, 072023625, US, 9089948068, 9089948090, 655 E JERSEY ST, , ELIZABETH, NJ, 072061259, US, 9089945000, , 07/29/2005, 02/26/2010, , , , , HORAN, GARY, , PRESIDENT  CEO, 9089945000, 282N00000X, 12007, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TRINITAS REGIONAL MEDICAL CENTER, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
