1982607933, 2, , <UNAVAIL>, ADR LLC, , , , , , , , , , , , , , , , PO BOX 808, , CUMBERLAND, MD, 215010808, US, 3017241646, 3017247429, 952 SETON DR, , CUMBERLAND, MD, 215021950, US, 3017773522, 3017771902, 05/23/2005, 08/16/2010, , , , , KIM, JONG, K, PRESIDENT, 3017241646, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA5555, 01, , RAILROAD MEDICARE, 403741300, 05, MD, , 001586989, 01, WV, MT ST BS, 216A, 01, MD, MD BLUE SHIELD, 0201927000, 05, WV, , J249, 01, MD, MD BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1689674061, 2, , <UNAVAIL>, ALBERT FOLGUERAS MD PA, , , , , , , , , , , , , , , , 413 COMMONWEALTH AVE, , BALTIMORE, MD, 212283044, US, 4107884250, 4107889324, 413 COMMONWEALTH AVE, , BALTIMORE, MD, 212283044, US, 4107884250, 4107889324, 07/28/2005, 01/28/2016, , , , , FOLGUERAS, ALBERT, , OWNER, 4107884250, 207X00000X, D0044113, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 149661100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1023018413, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/ALLERGY & IMMUNOLOGY, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 07/28/2005, 04/15/2010, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 2080P0201X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, 405121100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1386644771, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - GENERAL PEDIATRICS, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 07/28/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 208000000X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1881694263, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/CARDIOLOGY, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 07/28/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 2080P0202X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1922008002, 2, , <UNAVAIL>, ST. AGNES HOSPICE, , , , , , , , , , , , , , , , 1501 S EDGEWOOD ST, SUITE A, BALTIMORE, MD, 212271071, US, 4103682825, 4103688449, 1501 S EDGEWOOD ST, SUITE A, BALTIMORE, MD, 212271071, US, 4103682825, 4103688449, 07/29/2005, 02/22/2012, , , , , CLEMENS, BRIAN, , VP OF FINANCE, 7037528700, 251G00000X, H1512, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 039395900, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1356341499, 2, , <UNAVAIL>, GARRETT COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , 251 N FOURTH ST, , OAKLAND, MD, 215501375, US, 3015334201, 3015334208, 251 N FOURTH ST, , OAKLAND, MD, 215501375, US, 3015334201, 3015334208, 07/29/2005, 04/20/2008, , , , , LIPSCOMB, TRACY, DAWN, VP FINANCE/CFO, 3015334171, 282N00000X, 11-002, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0006310435, 01, , AETNA, 59023801, 01, , B/C OTHER, MA6, 01, , B/C MT STATE PEIA, 000245300, 05, MD, , 59023801, 01, , BLUE CROSS, 59023801, 01, , CAREFIRST BCBS, 59023801, 01, , B/C MD, 59023801, 01, , TRIGON, 59023801, 01, , B/C VA POWER, 59023801, 01, , B/C MOUNTAIN STATE, MA6, 01, WV, BC/WV, 59023801, 01, , B/C GENERAL MOTORS, =========, 01, , AARP, 59023801, 01, , B/C NATIONAL, 59023801, 01, , HIGHMARK BC/BS, =========, 01, , ACORDIA, 59023801, 01, , B/C CONSOL, MA6, 01, , B/C EMPIRE, MA6, 01, , B/C FEDERAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , CPA, , , , , , , , , , , , , , , , 
1336149475, 2, , <UNAVAIL>, EMA HEALTH SERVICES, , , , , , , FAIRHAVEN MEDICAL SERVICES INC, 4, , , , , , , , 710 OBRECHT RD, , SYKESVILLE, MD, 217847650, US, 4107958808, 4105520344, 710 OBRECHT RD, , SYKESVILLE, MD, 217847650, US, 4107958808, , 07/29/2005, 07/08/2007, , , , , BAKER, ALVA, , MEDICAL DIRECTOR, 4107958808, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , III, MD, , , , , , , , , , , , , , , , 
1922009968, 2, , <UNAVAIL>, SOUTHERN MARYLAND PROFESSIONAL RAD, , , , , , , , , , , , , , , , 7503 SURRATTS ROAD, , CLINTON, MD, 207353358, US, 3018707001, 3018706697, 7501 SURRATTS ROAD, SUITE 104, CLINTON, MD, 207353362, US, 3018774689, 3018682298, 08/01/2005, 11/14/2011, , , , , CHIARAMONTE, MICHAEL, J., PRESIDENT, 3018774530, 174400000X, 137190, MD, N, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PRESIDENT, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1659371680, 2, , <UNAVAIL>, LABORATORY DIAGNOSTICS INC, , , , , , , , , , , , , , , , 10 ST. PATRICKS DRIVE, SUITE 301, WALDORF, MD, 206033500, US, 3018707001, 3018706697, 7503 SURRATTS ROAD, , CLINTON, MD, 207353358, US, 3018707001, 3018706697, 08/01/2005, 11/07/2011, , , , , OROXOM, ALAN, , PRESIDENT/DIRECTOR, 3018774654, 207ZP0102X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1568463594, 2, , <UNAVAIL>, SOUTHERN RADIOLOGY MRI PARTNERSHIP, , , , , , , MRI OF MARYLAND, 3, , , , , , , , 7503 SURRATTS ROAD, , CLINTON, MD, 207353358, US, 3018707001, 3018706697, 7501 SURRATTS ROAD, SUITE 104, CLINTON, MD, 207353358, US, 3018774689, 3018564559, 08/01/2005, 11/14/2011, , , , , CHIARAMONTE, MICHAEL, J., PRESIDENT, 3018774530, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1871594846, 2, , <UNAVAIL>, CREATIVE LIFESTYLES MANAGEMENT PROG, , , , , , , ASTHMA/ALLERGY CENTER OF SOUTHERN MARYLAND, 3, , , , , , , , 7503 SURRATTS ROAD, , CLINTON, MD, 207353358, US, 3018707001, 3018706697, 7501 SURRATTS ROAD, SUITE 202, CLINTON, MD, 207353358, US, 3018774616, 3018774355, 08/02/2005, 11/14/2011, , , , , CHIARAMONTE, MICHAEL, J., PRESIDENT, 3018774530, 207RP1001X, , MD, N, 207RP1001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PRESIDENT, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1801897798, 2, , <UNAVAIL>, RIVERDALE FIRE DEPARTMENT INC, , , , , , , , , , , , , , , , PO BOX 726, , NEW CUMBERLAND, PA, 170700726, US, 7172146018, 7172146020, 4714 QUEENSBURY RD, , RIVERDALE, MD, 207371921, US, 3019270356, 3016993204, 08/02/2005, 07/08/2007, , , , , SUTTON, DAVID, , PRESIDENT, 3019270356, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1467453266, 2, , <UNAVAIL>, 75TH STREET MEDICAL PA, , , , , , , , , , , , , , , , 7408 COASTAL HWY, , OCEAN CITY, MD, 218422936, US, 4105240075, 4105240066, 7408 COASTAL HWY, , OCEAN CITY, MD, 218422936, US, 4105240075, 4105240066, 08/03/2005, 11/04/2008, , , , , GONG, VICTOR, , MEDICAL DIRECTOR, 4105240075, 207Q00000X, D0032615, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1336140086, 2, , <UNAVAIL>, VOLUNTEER FIRE COMPANY OF HALFWAY MD. INC, , , , , , , , , , , , , , , , 269 MAIN ST, , CROMWELL, CT, 064162361, US, 8606381800, 8606381802, 11114 LINCOLN AVE, , HAGERSTOWN, MD, 217407514, US, 3015822223, 3015821075, 08/03/2005, 07/22/2011, , , , , RINGER, JEFF, , ADMINISTRATOR, 3015822223, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 206300000, 05, MD, , TR20, 01, , BLUE CROSS/BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1013918630, 2, , <UNAVAIL>, SALISBURY FOOT & ANKLE CENTER, , , , , , , , , , , , , , , , 106 MILFORD ST, STE 403, SALISBURY, MD, 218046953, US, 4107496363, 4105461463, 106 MILFORD ST, STE 403, SALISBURY, MD, 218046953, US, 4107496363, 4105461463, 08/04/2005, 06/27/2011, , , , , LAWRENCE, VALERIE, L, OFFICE MANAGER, 4107496363, 213E00000X, 01253, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5283530, 01, , AETNA, 450845, 01, , MAMSI, DQ5633, 01, MD, MEDICARE RAILROAD, T468, 01, MD, BLUE CROSS/BLUE SHIELD, 480029665, 01, MD, MEDICARE RAILROAD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1851392278, 2, , <UNAVAIL>, FALLSTON NURSING & REHABILITATION CENTER INC, , , , , , , LORIEN RIVERSIDE NURSING & REHABILITATION, 3, , , , , , , , 1123 BELCAMP GARTH, , BELCAMP, MD, 210171452, US, 4105756400, 4105756450, 1123 BELCAMP GARTH, , BELCAMP, MD, 210171452, US, 4105756400, 4105756450, 08/09/2005, 10/30/2008, , , , , GRIMMEL, LOUIS, G, CEO, 4107505700, 314000000X, 12010, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 120007100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1740281005, 2, , <UNAVAIL>, SOUTHEAST NURSING & REHABILITATION CENTER, , , , , , , LORIEN FRANKFORD, 5, , , , , , , , 5009 FRANKFORD AVE, , BALTIMORE, MD, 212065353, US, 4103254000, 4103251348, 5009 FRANKFORD AVE, , BALTIMORE, MD, 212065353, US, 4103254000, 4103251348, 08/09/2005, 07/09/2007, , , , , GRIMMEL, LOUIS, G, CEO, 4107507500, 314000000X, 30089, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1003817396, 2, , <UNAVAIL>, MORRIS Z EFFRON MD-CAMBRIDGE ENT & ALLERGY ASSOCIATES PA, , , , , , , , , , , , , , , , 4 AURORA ST, CAMBRIDGE EAR NOSE THROAT AND ALLERGY ASSOC PA, CAMBRIDGE, MD, 216131902, US, 4102210333, 4102287691, 4 AURORA ST, CAMBRIDGE EAR NOSE THROAT AND ALLERGY ASSOC PA, CAMBRIDGE, MD, 216131902, US, 4102210333, 4102287691, 08/09/2005, 06/12/2008, , , , , EFFRON MD, MORRIS, Z, PRESIDENT, 4102210333, 207Y00000X, D31829, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 370221900, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1134120439, 2, , <UNAVAIL>, LORIEN NURSING & REHAB CTR INC., , , , , , , LORIEN NURSING AND REHABILITATION CENTER - COLUMBIA, 5, , , , , , , , 6334 CEDAR LN, , COLUMBIA, MD, 210443818, US, 4105315300, 4105314861, 6334 CEDAR LN, , COLUMBIA, MD, 210443818, US, 4105315300, 4105314861, 08/09/2005, 04/09/2012, , , , , GRIMMEL, LOUIS, G, CEO, 4107507500, 314000000X, 13005, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 134996699, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1144221375, 2, , <UNAVAIL>, WHITE MARSH FOOT & ANKLE SURGERY CENTER L.L.C., , , , , , , , , , , , , , , , 8100 SANDPIPER CIR, SUITE 104, NOTTINGHAM, MD, 212364991, US, 4109333300, 4109333303, 8100 SANDPIPER CIR, SUITE 104, NOTTINGHAM, MD, 212364991, US, 4109333300, 4109333303, 08/10/2005, 04/23/2014, , , , , ADLEBERG, JAMES, STEVEN, CORPORATE OFFICER, 4109333300, 261QA1903X, A1393, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DPM, , , , , , , , , , , , , , , , 
1679574800, 2, , <UNAVAIL>, NURSING HOME BOARD OF ALLEGANY COUNTY, , , , , , , LIONS CENTER FOR REHABILIATION AND EXTENDED CARE, 3, , , , , , , , 901 SETON DR, , CUMBERLAND, MD, 215021817, US, 3017226272, 3017220754, 901 SETON DR, , CUMBERLAND, MD, 215021817, US, 3017226272, 3017220754, 08/10/2005, 09/01/2009, , , , , RAINES, TROY, A, ADMINISTRATOR, 3017226272, 314000000X, 01005, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 011767600, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , LNHA, , , , , , , , , , , , , , , , 
1942201181, 2, , <UNAVAIL>, RIVERCREST HEALTH SERVICES, , , , , , , ANCHORAGE NURSING AND REHAB CENTER, 3, , , , , , , , 105 TIME SQ, , SALISBURY, MD, 218012808, US, 4107492474, 4107495194, 105 TIME SQ, , SALISBURY, MD, 218012808, US, 4107492474, 4107495194, 08/10/2005, 07/09/2007, , , , , ALLEN, STEVEN, , OWNER, 4106251502, 314000000X, 22008, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1588665665, 2, , <UNAVAIL>, CERTIFIED AMBULATORY SURGERY CENTER, , , , , , , CASC, 5, , , , , , , , 9715 MEDICAL CENTER DR, 535, ROCKVILLE, MD, 208503320, US, 3012949400, 3012940149, 9715 MEDICAL CENTER DR, 535, ROCKVILLE, MD, 208503320, US, 3012949400, 3012940149, 08/10/2005, 03/03/2011, , , , , LEITHAUSE, LANCE, G, PRESIDENT, 3012949400, 261QA1903X, A1225, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 08820, 01, MD, AMERIGROUP, 58426801, 01, MD, CF BC/BS MD, 0962486, 01, MD, AETNA, 251543, 01, MD, MAMSI, ND9, 01, MD, CF BC/BS NCA, 1681001 00, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., , , , , , , , , , , , , , , , 
