1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598749798, 2, , <UNAVAIL>, TOTAL KNEE AND HIP REHABILITATION INC., , , , , , , , , , , , , , , , 383 E 60 S, , AMERICAN FORK, UT, 840033835, US, 8015766417, 8015767536, 383 E 60 S, , AMERICAN FORK, UT, 840033835, US, 8015766417, 8015767536, 12/01/2005, 03/31/2016, , , , , CLARK, JAMES, SAMUEL, OWNER-ADMIN, 8016083882, 251E00000X, 2004-HHA-42117, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1144204926, 2, , <UNAVAIL>, BEHAVIORAL HEALTH SERVICES, , , , , , , , , , , , , , , , 1767 N 2525 E, , LAYTON, UT, 84040, US, 8017737177, 8014987562, 3225 W GORDON AVE, , LAYTON, UT, 840416508, US, 8017737177, 8014987562, 12/05/2005, 07/14/2011, , , , , FAIRBANK, THOMAS, , PRES/OWNER, 8017737177, 103TC0700X, , , Y, 1041C0700X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========000, 05, UT, , 000055010, 01, UT, MEDICARE ID-PIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PH.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1255316253, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 5199 S GREEN ST, , MURRAY, UT, 841232658, US, 8012889000, , 12/13/2005, 03/23/2015, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 46D0524409, 01, UT, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1891770715, 2, , <UNAVAIL>, PROFESSIONAL PARK PHARMACY, , , , , , , PROFESSIONAL PARK, 3, , , , , , , , 736 S 900 E STE 102, , ST GEORGE, UT, 847907001, US, 4356521548, 4356523059, 736 S 900 E STE 102, , ST GEORGE, UT, 847907001, US, 4356521548, 4356523059, 12/13/2005, 12/08/2016, , , , , ANDERSON, R BRAD, , PRESIDENT, 4356521548, 333600000X, , , N, 3336C0003X, 3506771703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2100294, 01, , PK, =========000, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1043295744, 2, , <UNAVAIL>, AT HOME PERSONAL CARE, , , , , , , , , , , , , , , , 230 W 200 S, 2215, SALT LAKE CITY, UT, 841011337, US, 8017465558, 8017465559, 230 W 200 S, 2215, SALT LAKE CITY, UT, 841011337, US, 8017465558, 8017465559, 12/14/2005, 04/20/2008, , , , , SWARTWOOD, RANDY, , PRESIDENT/OWNER, 8017465558, 251C00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , =========002, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , MBA,  CSA, , , , , , , , , , , , , , , , 
1700862380, 2, , <UNAVAIL>, ARLINGTON HILL CARE CENTER, , , , , , , , , , , , , , , , 165 S 1000 E, , SALT LAKE CITY, UT, 841021402, US, 8013225521, 8013220934, 165 S 1000 E, , SALT LAKE CITY, UT, 841021402, US, 8013225521, 8013220934, 12/15/2005, 04/20/2008, , , , , RALPH, ARTHUR, , OWNER, 8013225521, 314000000X, , UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========002, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1457338956, 2, , <UNAVAIL>, MISSION HEALTH SERVICES, , , , , , , HILLSIDE REHABILITATION CENTER, 3, , , , , , , , 5007 S MISSION DR, , SAINT JOSEPH, MO, 645059404, US, 8162329573, 8162329596, 1216 E 1300 S, , SALT LAKE CITY, UT, 841051949, US, 8014875865, 8014875869, 12/27/2005, 09/16/2014, , , , , KELSO, GARY, M., PRESIDENT, 8013891523, 314000000X, 2005 NCF 467, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========027, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1588641088, 2, , <UNAVAIL>, ZION HEALTHCARE COMPLEX, , , , , , , , , , , , , , , , 5007 S MISSION DR, , SAINT JOSEPH, MO, 645059404, US, 8162329573, 8162329596, 416 N STATE ST, , HURRICANE, UT, 847371875, US, 4356359833, 4356359842, 12/27/2005, 07/08/2007, , , , , KELSO, GARY, M, PRESIDENT, 8162329573, 314000000X, 2005 NCF 471, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 742561471013, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1013994516, 2, , <UNAVAIL>, MISSION HEALTH SERVICES, , , , , , , ALPINE VALLEY CARE CENTER, 3, , , , , , , , 5007 S MISSION DR, , SAINT JOSEPH, MO, 645059404, US, 8162329573, 8162329596, 25 ALPINE AVE, , PLEASANT GROVE, UT, 840623511, US, 8017853568, 8017855908, 12/27/2005, 03/02/2015, , , , , KELSO, GARY, M., PRESIDENT, 8013891523, 314000000X, 2005-NCF-1, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========000, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1871570374, 2, , <UNAVAIL>, WEST JORDAN CARE CENTER, , , , , , , , , , , , , , , , 5007 S MISSION DR, , SAINT JOSEPH, MO, 645059404, US, 8162329573, 8162329596, 3350 W 7800 S, , WEST JORDAN, UT, 840884506, US, 8012820686, 8012829767, 12/27/2005, 07/08/2007, , , , , KELSO, GARY, M., PRESIDENT, 8013891523, 315P00000X, 2004-NCF-470, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 742561471031, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1356328751, 2, , <UNAVAIL>, SIGHT ENHANCING ENTERPRISES INC, , , , , , , , , , , , , , , , 213 MAJESTIC ST, , KAYSVILLE, UT, 840374165, US, 8015930625, , 213 MAJESTIC ST, , KAYSVILLE, UT, 840374165, US, 8015930625, , 12/27/2005, 07/08/2007, , , , , JACKETTA, DANIELLE, MARIE, PRESIDENT, 8015930625, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , MS OTR/L, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457338709, 2, , <UNAVAIL>, VISION CARE 20/20 OF NEVADA INC, , , , , , , , , , , , , , , , 1550 N MAIN, , NORTH LOGAN, UT, 84341, US, 4357533906, 4357533918, 1550 N MAIN, , NORTH LOGAN, UT, 84341, US, 4357533906, 4357533918, 12/28/2005, 07/08/2007, , , , , BOYER, ALBERT, BRUCE, CEO PRESIDENT, 4357533906, 152W00000X, 1126549934, UT, N, 152W00000X, 8908, UT, Y, 152W00000X, 0233, NV, N, 152W00000X, 8428, CA, N, 152W00000X, 1302, VA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , OD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1659358687, 2, , <UNAVAIL>, SOUTHWEST UTAH COMMUNITY HEALTH CENTER, , , , , , , FAMILY HEALTHCARE, 3, , , , , , , , 25 N 100 E, SUITE 102, ST GEORGE, UT, 847707368, US, 4358795101, 4356288945, 25 N 100 E, SUITE 102, ST GEORGE, UT, 847707369, US, 4358795101, 4356288945, 12/30/2005, 10/07/2015, , , , , WRIGHT, LORI, B, CHIEF EXECUTIVE OFFICER, 4358795101, 207Q00000X, 308134-1204, UT, N, 207Q00000X, 5333623-1204, UT, N, 261QF0400X, 4921739 0140, UT, N, 261QF0400X, 4921739-0140, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000057177, 01, UT, MEDICARE ID #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MPA, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1003894973, 2, , <UNAVAIL>, KOHLERS FOOD STORES PHAMACY, , , , , , , , , , , , , , , , 5353 W 11000 N, , HIGHLAND, UT, 840039403, US, 8017562250, , 5353 W 11000 N, , HIGHLAND, UT, 840039403, US, 8017562250, , 01/02/2006, 07/09/2007, , , , , WILLIE, CHARLES, RICHARD, HEAD PHARMACIST, 8017562250, 183500000X, 274777-1703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870309253012, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , PHARMACIST, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1992783682, 2, , <UNAVAIL>, PORTABLE ULTRASOUND OF UTAH LLC, , , , , , , , , , , , , , , , 5538 DUNCAN DR, , LAS VEGAS, NV, 891302812, US, 7026452606, 7026452874, 2212 S WEST TEMPLE, STE 18, SALT LAKE CITY, UT, 841152642, US, 8013592532, 8014854174, 01/04/2006, 04/20/2008, , , , , TOOMEY, CAROL, , MEMBER, 7026452606, 2085U0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, UT, BLUE CROSS BLUE SHIELD, P00119284, 01, UT, RAIL ROAD MEDICARE, =========, 01, UT, CHAMPUS, =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1205814894, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1490 E FOREMASTER DR, #130, ST GEORGE, UT, 847904488, US, 4356738266, , 01/04/2006, 11/08/2013, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 46D0870560, 01, UT, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811975295, 2, , <UNAVAIL>, CORNFIELD DENTAL CENTER, , , , , , , , , , , , , , , , 2845 W 12600 S, , RIVERTON, UT, 840657147, US, 8012545255, 8014660819, 2845 W 12600 S, , RIVERTON, UT, 840657147, US, 8012545255, 8014660819, 01/05/2006, 05/08/2008, , , , , NOH, BONG, K, PRESIDENT, 8012545255, 1223G0001X, 3599589922, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 575358847025, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1477532471, 2, , <UNAVAIL>, LC DENTAL CARE LLC, , , , , , , OLD FARM DENTAL CARE, 3, , , , , , , , 3970 S 700 E, SUITE 17, SALT LAKE CITY, UT, 841072191, US, 8012881888, 8012881333, 3970 S 700 E, SUITE 17, SALT LAKE CITY, UT, 841072191, US, 8012881888, 8012881333, 01/10/2006, 07/08/2007, , , , , DELAHUNT, LISA, , OWNER/MANAGER, 8012881888, 1223G0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1497734362, 2, , <UNAVAIL>, CANYONLANDS MEDICAL LC, , , , , , , , , , , , , , , , PO BOX 150193, , OGDEN, UT, 844150193, US, 8013936333, 8013946333, 5790 HARRISON BLVD, STE. 2, SOUTH OGDEN, UT, 844034325, US, 8013936333, 8013946333, 01/10/2006, 04/20/2008, , , , , NELSON, DAR, , PRES, 8013936333, 332B00000X, 5528522-1703, UT, N, 332BX2000X, 5528522-1703, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, UT, HOME CARE, 870479372003, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1447239355, 2, , <UNAVAIL>, TANNER MEMORIAL CLINIC, , , , , , , , , , , , , , , , PO BOX 337, , LAYTON, UT, 840410337, US, 8017734840, 8015258151, 2121 N 1700 W, , LAYTON, UT, 840418803, US, 8017734840, 8015258151, 01/10/2006, 03/24/2010, , , , , YATES, JAY, R., PRESIDENT, 8017734840, 207N00000X, , , N, 207R00000X, , , Y, 207RH0003X, , , N, 207RP1001X, , , N, 207V00000X, , , N, 207W00000X, , , N, 207X00000X, , , N, 208000000X, , , N, 208200000X, , , N, 2082S0105X, , , N, 208600000X, , , N, 208800000X, , , N, 213E00000X, , , N, 231H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , 
1013996768, 2, , <UNAVAIL>, TOOELE HOME CARE SERVICES LLC, , , , , , , MOUNTAIN WEST HOME HEALTH, 3, , , , , , , , 1887 NORTH AARON DR, SUITE D, TOOELE, UT, 840748138, US, 4358824163, 4358827821, 1887 NORTH AARON DR, SUITE D, TOOELE, UT, 840748138, US, 4358824163, 4358827821, 01/11/2006, 10/21/2011, , , , , HOLTSFORD, LAURIE, , DIRECTOR OF BUSINESS OFFICE SUPPORT, 6154657466, 251E00000X, 2005-HHA-14227, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1871572503, 2, , <UNAVAIL>, TANNER MEMORIAL CLINIC, , , , , , , , , , , , , , , , 380 N 400 W, , KAYSVILLE, UT, 840373135, US, 8017734840, 8015258151, 380 N 400 W, , KAYSVILLE, UT, 840373135, US, 8017734840, 8015258151, 01/11/2006, 05/06/2010, , , , , YATES, JAY, R., PRESIDENT, 8017734840, 207Q00000X, , , Y, 207RH0003X, , , N, 208000000X, , , N, 213E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
