1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1952300774, 2, , <UNAVAIL>, WELLNESS FIRST PHARMACY, , , , , , , , , , , , , , , , 217 SOUTH THIRD STREET, DEPT OF PHARMACY, DANVILLE, KY, 404228911, US, 8599367219, 8599367220, 1107 BEN ALI DR, SUITE 100, DANVILLE, KY, 404228911, US, 8599367219, 8599367220, 07/14/2005, 11/18/2011, , , , , HALTOM, JOAN, B, DIRECTOR OF PHARMACY SERVICES, 8592391721, 183500000X, 012387, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , PHARMD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1851390611, 2, , <UNAVAIL>, CITY OF FLORENCE KY, , , , , , , , , , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 8009621484, 5137724464, 1152 WEAVER RD, , FLORENCE, KY, 410428949, US, 8596475660, 8596475670, 07/14/2005, 11/09/2016, , , , , AYLOR, KELLY, , CHIEF, 8596475660, 341600000X, 1381, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55008023, 05, KY, , 0110221, 01, , OHIO MEDICAID, 590008600, 01, , RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1588663348, 2, , <UNAVAIL>, CUMBERLAND RIVER VOLUNTEER FIRE DEPARTMENT INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, , , 13279 HWY 119 SOUTH, , PARTRIDGE, KY, 408626417, US, 6065895930, , 07/14/2005, 04/28/2008, , , , , OSBORNE, TERESA, , CHIEF, 6065895930, 341600000X, 1635, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070178, 01, KY, ANTHEM, 080029500, 01, KY, BLACK LUNG, 1064293, 01, WV, WV WORKERS COMP, 56008253, 05, KY, , =========, 01, KY, TRICARE, =========, 01, KY, UMWA, 55067078, 05, KY, , 50008634, 01, KY, PASSPORT, 590012920, 01, KY, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1295734051, 2, , <UNAVAIL>, CITY OF FT. WRIGHT, , , , , , , , , , , , , , , , 836 4TH AVENUE, , HUNTINGTON, WV, 25701, US, 3045227533, 3045224222, 409 KYLES LN, , FORT WRIGHT, KY, 410113743, US, 8593312600, 8593310454, 07/14/2005, 04/20/2008, , , , , SCHEWE, STEVE, , CHIEF, 8593312600, 341600000X, 1477, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2354438, 05, OH, , 55059125, 05, KY, , =========00, 01, OH, OH WORKERS COMP, 000000069984, 01, KY, ANTHEM, =========, 01, KY, TRICARE, 50016080, 01, KY, PASSPORT, =========, 01, KY, UMWA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1558360313, 2, , <UNAVAIL>, ELSMERE FIRE PROTECTION DISTRICT, , , , , , , ELSMERE RESCUE SQUAD, 3, , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 8009621484, , 401 GARVEY AVE, , ELSMERE, KY, 410182132, US, 8593427505, 8593422292, 07/14/2005, 05/09/2017, , , , , LAFONTAINE, PAUL, , CHIEF, 8593427505, 341600000X, 1433, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , C21170, 01, KY, CHOICE CARE, 089876800, 01, KY, BLACK LUNG, =========, 01, KY, UMWA, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, 0886680, 05, OH, , 55059059, 05, KY, , 000000039208, 01, KY, ANTHEM, 590009377, 01, KY, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508865346, 2, , <UNAVAIL>, CITY OF CAMPBELLSVILLE KY, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 105 SOUTH COLUMBIA AVE, , CAMPBELLSVILLE, KY, 427181337, US, 2704656717, 2707893135, 07/14/2005, 04/20/2008, , , , , DURHAM, DAN, , CHIEF, 2704656717, 341600000X, 1468, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1063010, 01, KY, PASSPORT, P00248582, 01, KY, RAILROAD MEDICARE, 000000340594, 01, KY, ANTHEM, =========, 01, KY, UMWA, 1864176, 05, TN, , 2645221, 05, OH, , 55001101, 05, KY, , 2445149000, 01, KY, PASSPORT ADVANTAGE, =========00, 01, OH, OH WORKERS COMP, 56027774, 05, KY, , =========, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235138074, 2, , <UNAVAIL>, CITY OF ERLANGER, , , , , , , ERLANGER FIRE AND EMS, 3, , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 8009621484, 5137724464, 515 GRAVES AVE, , ERLANGER, KY, 410183301, US, 8597277942, 8597277956, 07/14/2005, 05/03/2017, , , , , WHITAKER, WILLIAM, TODD, CHIEF, 8597275843, 341600000X, 1512, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 200418420A, 05, IN, , 00000117297, 01, KY, CHA, 590009376, 01, KY, RAILROAD MEDICARE, 2435903, 05, OH, , 55059109, 05, KY, , 000000039202, 01, KY, ANTHEM, 56008394, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1144229980, 2, , <UNAVAIL>, CITY OF CRESCENT SPRINGS KENTUCKY, , , , , , , CRESCENT SPRINGS VILLA HILLS FIRE & EMS, 4, , , , , , , , 1105 SCHROCK ROAD, SUITE 610, COLUMBUS, OH, 432291158, US, 6149872006, 6149871989, 777 OVERLOOK DR, , CRESCENT SPRINGS, KY, 410171409, US, 8593413840, 8593444191, 07/14/2005, 02/26/2013, , , , , WENDT, JEFF, , CHIEF, 8593413840, 341600000X, 1434, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070062, 01, KY, ANTHEM, 590010223, 01, KY, RR MEDICARE, =========, 01, KY, TRICARE, =========00, 01, OH, OH WORKERS COMP, 55059141, 05, KY, , =========, 01, KY, UMWA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780683524, 2, , <UNAVAIL>, COUNTY OF POWELL, , , , , , , POWELL COUNTY AMBULANCE SERVICE, 3, , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 56 ATKINSON ST, , STANTON, KY, 403802514, US, 6066634116, 6066634102, 07/14/2005, 06/07/2016, , , , , HALL, NATHAN, , CHIEF, 6066630129, 341600000X, 1273, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000186228, 01, KY, ANTHEM, =========, 01, KY, UMWA, 55000178, 05, KY, , 56015217, 05, KY, , 080039700, 01, KY, BLACK LUNG, 50011154, 01, KY, PASSPORT, 590014482, 01, KY, RAILROAD MEDICARE, =========00, 01, OH, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598764334, 2, , <UNAVAIL>, CENTRAL CAMPBELL COUNTY FIRE DISTRICT, , , , , , , , , , , , , , , , 1105 SCHROCK RD, SUITE 610, COLUMBUS, OH, 43229, US, 8883172867, 6149872075, 4113 ALEXANDRIA PIKE, , COLD SPRING, KY, 410761819, US, 8594417631, 8597815115, 07/14/2005, 05/07/2015, , , , , SCHULTZ, DANIEL, G, CHIEF, 8594417631, 341600000X, 1560, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590014761, 01, KY, RAILROAD MEDICARE, 080648900, 01, KY, BLACK LUNG, 56019128, 05, KY, , 000000216161, 01, KY, ANTHEM, 55000400, 05, KY, , CHOICE CARE C3569, 01, KY, CHOICE CARE, 2369182, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1851390603, 2, , <UNAVAIL>, CASEY CO AMBULANCE TAX BOARD INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 1167 CAMPBELLSVILLE ST, , LIBERTY, KY, 425393367, US, 6067878350, , 07/14/2005, 06/17/2016, , , , , MILLER, MALCOLM, , DIRECTOR, 6067878350, 341600000X, 1327, KY, Y, 3416L0300X, 1327, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, TRICARE, 000000190651, 01, KY, ANTHEM, 000001165698, 01, KY, CHA, 1088661, 01, KY, PASSPORT, 56003676, 05, KY, , 590013070, 01, KY, RAILROAD MEDICARE, =========, 01, KY, UMWA, 55023022, 05, KY, , 2435839000, 01, KY, PASSPORT ADVANTAGE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1497754253, 2, , <UNAVAIL>, CITY OF FORT THOMAS OFFICE OF TREASURER, , , , , , , FORT THOMAS FIRE DEPARTMENT, 3, , , , , , , , 1105 SCHROCK RD, SUITE 610, COLUMBUS, OH, 43229, US, 8889878994, 6149872075, 130 NORTH FORT THOMAS AVE, , FORT THOMAS, KY, 41075, US, 8594418393, 8594416796, 07/14/2005, 01/29/2014, , , , , BAILEY, MARK, , CHIEF, 8594418393, 341600000X, 1126, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590011547, 01, KY, RAILROAD MEDICARE, 55019129, 05, KY, , 56007461, 05, KY, , C20441, 01, KY, CHOICE CARE, 000000032055, 01, KY, ANTHEM, 2520945, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1124026935, 2, , <UNAVAIL>, NEON VOLUNTEER FIRE DEPARTMENT INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 50 RESCUE ST STE A, , NEON, KY, 418409000, US, 6068557303, 6068554094, 07/14/2005, 06/23/2008, , , , , BEVINS, CARTER, , CHIEF, 6068557303, 341600000X, 1655, KY, N, 3416L0300X, 1354, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590008446, 01, KY, RAILROAD MEDICARE, 56004500, 05, KY, , 000000317417, 01, KY, ANTHEM, =========, 01, KY, TRICARE, 7100010910, 05, KY, , 9014543, 05, VA, , =========, 01, KY, UMWA, 080843500, 01, KY, BLACK LUNG, =========00, 01, OH, OHIO WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1578562203, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 726 HIGHWAY 15 N, , JACKSON, KY, 413398601, US, 6066664062, 6066665334, 07/15/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205020, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1124027735, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 1981 NELSON MILLER PKWY, STE B, LOUISVILLE, KY, 402232177, US, 5022532966, 5022532968, 07/15/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100204980, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1255330874, 2, , <UNAVAIL>, FAMILY COUNSELING SERVICE, , , , , , , , , , , , , , , , 535 W 2ND ST, SUITE L50, LEXINGTON, KY, 405081284, US, 8592330033, 8592331269, 535 W 2ND ST, SUITE L50, LEXINGTON, KY, 405081284, US, 8592330033, 8592331269, 07/15/2005, 07/08/2007, , , , , GROSS, CRAIG, CARL, OFFICE MANAGER, 8592330033, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1790784312, 2, , <UNAVAIL>, HOSPICE OF SOUTHERN KENTUCKY INC, , , , , , , , , , , , , , , , 5872 SCOTTSVILLE RD, , BOWLING GREEN, KY, 421047853, US, 2707823402, 2707820588, 5872 SCOTTSVILLE RD, , BOWLING GREEN, KY, 421047853, US, 2707823402, 2707820588, 07/15/2005, 05/05/2016, , , , , SLEDGE, ELLEN, K., EXECUTIVE DIRECTOR, 2707823402, 207QH0002X, , , N, 251G00000X, 400006, KY, N, 251G00000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 44114015, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1740289479, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 102 E FRANKLIN ST, , LOUISA, KY, 412301307, US, 6066389482, 6066389483, 07/15/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0031212005, 05, WV, , 7100205210, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1417956145, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 1900 KY ROUTE 321, , PRESTONSBURG, KY, 416539103, US, 6068868306, 6068863064, 07/15/2005, 11/14/2017, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100200510, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1801895537, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 118 S HORD ST, , GRAYSON, KY, 411431450, US, 6064746684, 6064747655, 07/15/2005, 02/29/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205230, 05, KY, , 0031212008, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1114926854, 2, , <UNAVAIL>, GRAYSON COUNTY HOSPITAL FOUNDATION INC., , , , , , , TWIN LAKES HOME HEALTH AGENCY, 3, , , , , , , , 910 WALLACE AVE, , LEITCHFIELD, KY, 427541418, US, 2702599525, 2702591670, 910 WALLACE AVE, , LEITCHFIELD, KY, 427541418, US, 2702599525, 2702591670, 07/15/2005, 06/25/2008, , , , , FULKERSON, MONA, GAIL, DIRECTOR OF HOME HEALTH, 2702599525, 251E00000X, 150102, KY, Y, 251X00000X, 150102, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2432817000, 01, KY, PASSPORT ADVANTAGE, 42001438, 05, KY, , 000000054567, 01, KY, ANTHEM, 34001446, 05, KY, , 1050335, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1376542019, 2, , <UNAVAIL>, REMKE MEDICAL LLC, , , , , , , , , , , , , , , , 20 MEDICAL VILLAGE DR, SUITE 103, EDGEWOOD, KY, 410175401, US, 8593413456, 8593413585, 20 MEDICAL VILLAGE DR, SUITE 103, EDGEWOOD, KY, 410175401, US, 8593413456, 8593413585, 07/15/2005, 01/19/2012, , , , , REMKE, WILLIAM, HENRY, PRESIDENT, 8593413456, 332B00000X, MG0479, KY, Y, 332BP3500X, MG0479, KY, N, 332BX2000X, MG0479, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, , TAX ID, 90009879, 05, KY, , 000000361585, 01, , ANTHEM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
